50 2000
39 45 3
41 1 4
13 36 1
47 44 1
5 16 4
25 44 1
15 50 4
21 41 3
45 39 4
27 43 4
29 8 4
44 4 4
23 48 4
14 47 3
15 9 1
4 46 3
13 35 3
17 5 4
46 4 2
29 20 2
17 31 4
36 48 3
36 49 4
26 19 2
43 8 2
37 9 3
13 31 2
31 48 3
35 9 1
25 2 1
25 9 1
50 45 3
46 28 4
42 23 3
30 42 3
43 37 1
37 27 4
5 20 1
50 37 2
22 2 4
12 42 4
50 29 3
13 23 4
12 16 4
47 32 1
15 41 4
48 7 3
26 6 1
30 41 1
33 48 3
3 33 4
17 25 1
15 20 2
12 50 3
48 46 2
27 24 1
25 32 3
28 45 2
14 30 2
41 40 1
14 42 4
20 22 4
28 16 2
4 15 3
28 32 3
16 38 3
3 1 1
48 42 3
27 20 3
42 30 2
1 19 3
13 3 2
39 38 2
26 22 4
11 41 4
31 8 4
32 24 1
17 33 3
41 36 4
9 4 4
43 43 2
15 3 4
20 30 2
49 8 1
26 40 4
20 14 4
19 14 2
34 44 1
32 20 3
9 26 3
27 47 1
14 31 1
19 34 2
8 23 3
46 20 3
24 4 4
15 5 2
46 47 4
5 49 2
20 36 1
15 49 2
1 1 4
42 20 4
21 35 4
22 3 4
24 49 1
15 42 3
18 42 2
12 25 1
1 38 4
4 47 4
33 28 4
32 11 3
14 2 2
5 21 2
48 39 3
46 44 4
3 38 3
8 26 3
29 22 3
42 34 2
19 16 1
30 1 4
11 11 1
7 28 3
10 30 4
43 9 3
35 48 3
19 39 4
27 4 2
30 8 2
48 49 1
33 19 4
47 49 3
12 26 3
39 36 1
6 26 1
1 16 4
45 23 1
6 2 2
15 29 4
50 4 1
41 15 3
21 2 2
38 32 3
36 23 1
12 4 2
48 2 1
24 4 4
5 10 3
1 21 2
37 21 2
6 36 1
15 15 1
9 26 2
32 17 3
26 43 3
48 33 2
18 25 2
30 37 3
35 39 2
48 5 2
21 2 2
7 17 3
42 2 2
38 7 3
8 28 2
24 2 2
28 10 1
31 3 4
48 3 2
22 38 2
50 5 2
18 29 4
21 44 2
36 29 4
49 12 2
42 22 2
4 10 1
22 8 1
48 28 3
39 3 4
32 48 4
30 22 2
3 4 3
42 35 2
14 22 3
44 17 2
14 39 3
38 32 2
32 1 4
33 24 1
13 47 3
28 48 3
40 44 1
45 47 1
26 28 2
34 13 1
6 27 4
31 18 1
13 37 1
42 29 1
27 16 3
6 4 4
42 1 3
44 6 4
5 40 4
16 34 4
12 17 4
28 50 3
49 20 4
11 7 2
40 17 1
42 42 2
43 23 2
49 38 3
12 26 4
42 47 4
48 48 3
23 5 3
14 22 2
21 19 2
3 8 2
42 16 3
2 45 3
1 27 2
11 29 3
13 2 1
6 36 2
31 29 4
24 9 2
17 38 4
34 35 4
23 21 4
13 34 3
20 50 3
18 35 4
3 39 1
3 21 1
14 29 2
3 18 2
6 49 2
10 44 2
47 4 1
41 17 2
34 39 2
26 24 3
29 14 1
39 45 4
13 36 3
24 5 2
19 5 1
11 1 1
6 30 4
19 30 3
36 25 3
47 3 2
16 28 1
17 33 4
40 30 2
38 49 1
26 7 4
25 2 3
45 31 2
46 25 2
22 13 4
30 16 2
15 13 3
8 33 4
27 10 4
43 12 2
5 40 4
30 28 3
47 35 2
14 44 2
32 45 4
48 17 3
45 24 3
23 10 4
6 24 1
12 47 4
39 25 3
18 35 1
9 31 3
5 1 2
43 43 3
6 29 3
11 36 4
39 31 4
18 4 2
7 23 1
22 12 4
16 13 4
6 45 1
15 13 2
13 34 4
16 12 3
22 39 1
42 28 4
37 37 1
40 3 3
32 27 3
24 4 2
17 48 4
2 19 3
30 17 4
25 47 3
13 44 1
39 26 3
20 44 1
1 29 3
32 39 2
28 13 3
31 44 1
12 17 3
30 37 4
3 48 3
3 19 4
23 30 2
38 10 2
13 9 2
43 26 4
26 6 4
31 16 4
30 43 1
25 3 4
23 7 2
4 6 4
8 46 3
18 36 3
17 8 2
11 6 4
15 39 2
4 8 4
5 7 1
20 36 1
8 10 2
33 34 2
23 10 2
31 7 3
46 20 2
16 31 4
16 20 2
12 45 4
49 21 1
2 37 4
35 35 4
28 46 1
23 20 3
18 46 1
35 4 1
14 29 2
50 12 3
17 2 3
49 32 3
15 26 4
50 5 2
6 14 4
4 36 4
2 16 1
29 43 3
8 35 3
8 18 3
24 3 4
33 10 3
2 1 3
27 2 3
40 10 3
3 19 1
20 36 2
23 29 1
32 2 3
20 39 1
29 46 4
4 38 4
48 30 4
40 23 2
34 29 4
44 5 1
18 25 4
39 22 2
20 10 4
5 1 3
35 31 3
9 41 3
47 46 4
19 43 2
45 45 2
48 35 2
19 12 1
38 46 2
13 29 3
9 46 2
46 13 4
48 22 3
8 11 1
21 50 4
17 33 2
1 5 4
46 48 2
17 28 2
50 26 3
47 31 3
38 3 3
38 14 3
27 10 2
32 35 1
8 19 1
44 3 3
36 46 2
35 27 4
6 18 4
9 17 1
18 50 4
39 11 4
31 44 1
48 42 3
46 23 1
21 49 3
46 30 1
41 21 2
44 34 4
9 24 3
2 10 2
44 34 4
43 37 2
45 32 2
9 14 4
24 16 4
13 20 3
50 8 1
17 45 3
28 30 3
28 36 2
13 38 4
30 27 1
8 22 4
7 45 1
43 9 2
42 3 3
35 19 3
45 3 4
28 17 3
48 39 1
49 27 3
7 43 2
33 27 4
49 21 4
9 29 1
12 23 1
13 1 4
4 41 2
7 35 4
48 40 3
2 49 3
42 37 3
17 3 2
10 40 1
44 21 1
40 3 3
32 7 4
3 15 1
7 9 1
29 2 1
46 2 4
1 28 2
7 40 4
43 42 4
12 3 4
7 3 2
23 1 2
36 42 2
11 45 2
11 50 4
50 9 2
9 5 3
29 3 4
3 39 4
50 30 4
26 21 1
3 35 3
15 49 1
10 12 4
14 10 4
5 43 2
22 42 4
10 41 2
43 18 1
11 25 3
4 33 2
8 50 3
39 38 4
11 1 2
16 49 4
16 20 4
17 23 4
36 10 3
28 37 2
19 42 4
35 21 1
39 47 3
50 43 3
41 11 1
6 49 3
16 14 4
4 43 2
20 16 3
46 36 3
24 21 4
28 44 4
42 28 3
16 36 3
9 38 4
45 14 2
6 11 3
3 2 3
23 44 3
31 10 2
45 41 1
39 40 4
26 5 3
34 42 4
9 27 4
9 41 3
24 32 4
8 50 1
33 35 3
5 42 1
17 46 2
6 46 1
39 33 3
42 37 2
14 13 2
5 38 2
3 49 3
43 42 4
35 46 2
12 30 4
22 28 4
26 37 4
4 49 4
17 19 1
42 7 1
49 1 2
35 19 1
39 34 1
37 34 2
43 30 3
39 18 4
46 2 2
11 9 3
41 27 4
22 26 2
3 17 3
49 34 4
21 12 2
46 49 2
43 28 2
3 33 1
7 42 2
49 44 4
36 12 4
2 49 1
39 6 1
25 38 4
33 30 2
49 23 1
19 3 3
1 6 3
24 45 4
8 47 4
38 21 2
9 40 2
29 9 4
30 50 2
36 41 2
3 11 1
30 15 1
44 9 4
30 28 4
3 44 3
22 4 3
43 35 4
12 8 2
48 50 1
30 31 3
16 32 4
16 43 3
33 12 2
44 2 1
43 44 2
44 36 1
35 30 2
18 22 1
37 50 2
15 48 1
18 18 1
13 47 3
5 23 2
45 15 4
19 12 3
41 18 1
25 6 3
35 16 1
8 47 4
22 12 3
50 36 3
4 40 4
18 10 4
19 46 2
24 13 1
24 14 3
3 22 2
16 29 1
