5000 20000
4092 1956 4
3641 2083 3
2510 81 4
3159 3003 6
522 454 1
1299 2203 6
2384 429 1
2543 2703 2
2699 518 1
18 1845 4
378 109 6
3436 203 5
35 560 5
3478 4314 4
2890 269 3
3529 319 6
3211 2747 1
3702 727 5
2724 3296 1
2766 275 2
2998 4139 4
3418 3548 1
566 587 3
3005 4840 3
3798 2407 4
2176 1173 1
3617 166 1
1143 1198 3
4951 4394 3
1346 4740 2
2357 161 2
3438 566 6
2481 3412 5
3869 2643 1
1507 3515 1
2106 2343 2
1416 3119 5
2777 148 3
4107 3458 5
3071 179 5
3020 3277 5
2485 1443 1
2638 840 1
59 2272 3
1091 3103 5
1354 1696 2
4395 4370 2
346 2730 2
37 3813 1
4678 2552 2
2020 161 3
2027 4230 2
445 4787 3
1496 2210 2
4080 2172 6
1387 4071 2
2477 1752 2
3112 1141 5
2409 3242 6
4792 954 5
2712 903 4
3534 4703 5
1213 346 6
1317 428 5
3816 72 2
4032 1069 5
103 1324 6
1962 1337 5
2247 1070 4
4056 4599 4
2604 1215 1
4682 1636 2
352 3448 4
3529 1075 5
329 3300 3
4365 604 4
2318 4322 5
407 56 2
2938 1207 3
4375 2235 2
913 147 1
1301 3874 6
4659 203 2
3661 4047 3
1398 2519 2
2463 171 2
2385 4125 1
4357 4411 5
4646 4453 4
2712 1230 2
3807 1478 5
644 933 4
4348 1752 5
2243 3116 3
1739 1787 6
1352 3584 6
3393 192 5
509 401 2
216 4910 2
2774 4897 3
1202 2240 6
1862 2445 4
2860 245 2
1786 3956 5
286 295 5
4269 2030 3
2786 3232 5
813 54 6
4051 4633 5
4155 466 1
1575 4837 4
328 730 1
2584 4662 5
334 3696 1
3831 4565 3
1939 1535 2
4538 3600 2
3102 238 5
3047 4239 1
1203 2286 5
865 4822 2
1081 2778 6
251 738 6
4414 295 3
1330 886 6
1968 2635 6
1351 4365 6
1319 3538 4
1581 4820 5
3873 1447 3
1432 4536 2
4926 912 6
2286 2254 3
2365 917 6
4362 3066 4
3839 4722 3
1950 1507 4
834 4386 6
2129 1020 4
3632 4239 1
2914 2885 3
2560 2479 6
1571 347 5
1549 1800 5
2848 1500 4
46 223 4
274 1768 6
710 317 5
4295 356 4
3725 515 3
1876 1384 4
4909 431 2
4318 4788 2
801 4400 6
4893 4934 4
1211 46 6
2026 2567 2
1965 4221 5
826 4391 4
3954 4635 5
1731 709 3
2493 432 4
1950 59 4
355 2101 6
4509 4225 2
2524 4224 6
3558 2912 1
263 3150 2
2937 3147 1
3942 4273 5
839 3272 4
4223 773 5
867 965 2
4805 2806 1
3245 2417 6
959 916 4
2779 135 1
1735 1257 5
771 2738 3
2844 913 6
4079 3685 4
1964 4939 2
4272 3754 6
36 2431 2
2086 1830 6
3794 728 2
4678 2451 2
3565 2596 2
2084 3093 4
4970 2793 4
507 1953 5
2442 2002 5
2371 818 1
3202 2298 1
874 398 2
4435 960 3
774 4472 4
2260 2468 2
3441 4647 4
1700 4745 4
1093 543 5
875 1083 5
514 1541 3
3083 1466 4
2742 2409 1
4059 1095 5
2397 3743 2
3276 910 6
929 3182 2
144 2716 5
2714 2277 4
1279 4451 6
4473 642 5
2203 4324 2
4513 2053 3
7 197 5
4872 252 1
1635 3642 3
2325 4976 4
4571 4360 3
4913 1432 2
1264 2071 6
3234 4851 2
1966 4023 2
2349 1228 1
4423 1279 1
860 2960 3
4456 4250 1
4417 2260 3
1547 1459 5
1314 2525 4
3069 1458 3
3700 759 1
928 846 2
596 1010 1
4275 3285 2
3716 3145 4
4001 2986 6
4043 965 4
63 4702 1
4264 162 6
2617 1499 2
2008 3096 2
3438 3772 4
3277 3476 4
1443 4408 3
3921 1439 1
462 2784 5
3748 2543 4
2892 4583 2
730 365 2
4629 2530 1
368 2910 6
3534 1792 2
1007 3158 1
1478 1267 6
4034 2417 4
1229 1423 3
4389 2652 6
473 3818 3
3982 2475 1
2091 2484 6
1817 2012 5
2602 2505 3
2286 1508 3
4886 3796 1
981 887 4
1087 3510 2
548 46 6
2135 1504 4
4215 3564 6
1213 837 1
4466 3089 1
4178 3683 2
4868 2739 4
4482 3267 6
2948 2018 6
971 2246 4
759 3450 6
2425 3931 6
898 4374 3
3798 1654 5
2701 2354 1
4251 4378 3
25 1545 3
2516 4890 4
4891 801 2
3843 3485 1
4481 651 1
3794 592 1
3772 3519 3
3031 3184 5
3478 1511 5
59 847 3
4638 4499 3
2940 2582 6
145 2620 1
2963 2828 4
4987 4789 6
4896 3046 5
230 3343 3
1789 176 3
4810 3235 5
1967 738 6
1230 1645 5
3372 3398 1
1998 4711 2
2329 600 1
53 2131 2
1755 1327 5
1716 853 5
3145 1323 5
1155 4273 5
3879 3623 6
823 1456 1
3454 2481 4
1620 408 4
3386 3183 4
1205 4388 4
2395 1989 6
42 4761 4
3496 4860 1
3433 275 2
449 4100 2
2896 2431 2
3211 2621 3
1801 4586 3
2121 4490 1
3279 4482 2
1521 2863 5
1520 3099 6
1813 20 1
4131 2412 5
2547 3962 3
2907 2578 5
4182 4429 5
4164 1142 6
3758 3259 1
2750 891 1
1941 140 1
1968 1938 3
3604 3993 5
2406 25 6
3125 3154 6
4982 2328 3
2257 4547 2
3631 3510 6
1229 694 5
2082 3475 3
952 695 5
4581 2543 5
1552 2115 1
3549 3011 1
3038 3114 6
3788 4735 2
1615 3887 1
2852 3651 4
2484 797 4
2187 4329 4
3819 2139 6
2039 3067 5
4056 2083 1
1595 2337 6
2734 1024 2
2226 3549 5
3914 2150 2
2979 3330 6
4497 3006 5
4549 178 6
4696 594 2
1821 2575 3
3237 1213 6
29 4924 5
788 4214 3
4591 740 2
3117 4471 1
4931 2507 1
2516 376 5
4317 260 4
1768 3225 4
2186 4867 4
1783 4944 6
4116 4667 1
4937 3247 3
1171 3450 1
989 3282 1
3310 1979 4
2929 2599 4
