50 2000
11 43 2
9 39 1
26 48 1
14 50 1
15 25 2
8 29 2
47 9 1
43 32 1
38 19 2
20 27 2
49 38 2
11 45 1
43 27 3
7 4 1
30 5 3
16 31 2
45 23 2
15 8 3
4 20 1
8 11 2
14 10 1
8 17 3
47 29 2
46 25 3
31 4 3
6 49 3
9 27 3
28 17 1
50 37 1
32 3 3
37 47 1
35 36 2
37 31 1
26 42 3
29 5 3
23 1 3
13 1 2
28 48 2
26 22 3
20 42 1
6 48 3
16 7 3
7 7 1
36 14 1
46 43 3
18 47 1
47 42 2
23 3 3
21 20 3
42 21 1
39 15 2
16 1 3
25 8 2
46 3 1
9 50 3
31 30 1
31 24 2
35 5 1
45 20 1
45 31 3
46 11 1
35 14 3
28 29 3
42 28 1
48 34 3
18 40 2
21 40 1
27 49 1
39 2 2
15 7 2
4 43 1
19 2 1
16 36 2
8 31 3
11 19 1
40 5 2
32 35 1
26 33 2
10 34 2
16 6 2
15 20 1
14 31 3
24 20 1
13 44 2
32 39 1
31 11 3
7 3 1
9 27 2
4 28 2
15 14 2
16 14 3
24 15 1
37 14 3
35 4 1
36 21 3
27 24 3
25 11 1
39 9 1
43 17 2
34 30 2
47 48 3
24 47 1
9 4 3
24 49 3
17 48 1
49 38 2
18 15 2
25 10 1
39 50 1
23 38 2
44 22 3
26 35 1
17 11 3
20 19 3
17 45 3
4 50 3
15 42 2
14 8 1
43 32 2
12 39 2
36 45 2
36 8 3
44 21 1
47 38 2
18 15 1
17 48 1
19 25 3
13 44 2
24 37 3
21 41 3
32 38 1
9 39 3
41 9 1
13 48 3
35 21 2
40 33 3
40 31 3
46 9 2
31 39 1
36 48 2
35 7 3
39 47 3
40 33 2
9 39 3
37 31 3
16 21 3
3 48 3
45 16 2
43 5 1
19 32 1
1 45 3
50 15 3
37 13 3
13 18 1
24 35 2
4 19 2
1 26 3
37 8 3
23 19 3
12 28 1
18 4 3
37 44 2
13 23 3
39 6 1
24 18 1
6 48 2
30 50 1
36 19 1
31 32 2
17 4 2
22 32 2
22 10 1
12 28 1
4 28 1
48 29 2
31 10 2
44 6 2
4 50 3
9 30 3
32 7 2
45 48 1
12 7 3
34 49 2
22 43 3
41 26 3
41 48 3
3 44 3
39 18 2
24 39 3
22 35 1
9 16 1
8 23 2
3 1 2
20 2 3
21 49 3
30 32 1
29 4 3
33 26 1
26 30 2
12 32 1
28 31 2
23 45 3
12 5 1
3 16 2
14 24 1
34 16 2
50 32 2
26 4 2
28 5 2
11 17 2
15 10 1
16 19 1
15 30 3
6 44 3
26 33 2
26 9 1
8 41 1
24 18 1
7 37 1
47 49 2
20 47 2
20 23 2
40 1 2
33 40 2
15 8 1
47 2 2
23 49 1
48 49 3
4 6 3
45 38 2
28 26 1
38 25 3
33 32 1
21 7 3
23 30 2
1 12 3
19 36 3
9 32 3
26 45 2
10 50 1
23 8 3
34 10 2
3 38 1
20 4 3
3 15 2
5 4 2
33 31 3
3 24 2
16 44 3
32 31 1
32 6 3
17 30 2
24 50 2
41 50 2
50 50 2
43 35 2
45 31 1
2 40 3
34 28 2
14 17 3
10 13 1
49 17 2
4 19 3
15 19 1
27 7 3
23 7 1
47 33 1
45 1 3
48 46 3
18 40 1
33 23 1
39 1 3
23 4 2
7 35 2
34 32 2
38 11 1
38 2 2
22 41 1
15 47 1
3 45 2
13 46 1
50 12 2
17 18 1
28 40 2
14 21 2
2 49 3
19 38 2
50 13 2
22 49 1
35 2 3
28 36 3
20 2 1
11 32 2
1 39 1
12 41 1
40 9 1
7 3 1
43 7 2
34 5 2
32 46 2
35 16 1
43 36 2
20 6 3
48 19 3
12 28 2
20 43 3
12 3 3
49 13 1
44 22 3
46 33 1
4 42 1
22 36 2
2 36 1
19 31 3
27 43 3
30 48 3
10 25 3
18 31 3
46 32 2
33 24 3
2 11 3
14 3 2
22 45 2
13 10 3
35 48 2
46 26 2
19 48 1
9 37 1
15 27 2
19 39 2
48 23 3
34 27 2
17 26 1
1 41 1
18 18 3
47 16 1
28 6 1
16 37 3
29 14 1
21 48 1
4 38 1
13 23 2
6 31 1
32 21 3
34 34 3
15 36 3
18 49 2
3 32 1
25 20 1
11 23 1
6 26 1
42 24 1
19 33 3
24 30 1
32 28 1
42 3 1
19 15 3
24 2 2
32 49 3
28 14 1
38 41 3
6 41 1
5 37 3
19 2 2
24 27 1
43 34 3
37 2 2
10 39 2
34 38 1
27 27 1
9 5 3
46 14 2
33 41 3
39 38 2
50 20 3
35 49 3
45 48 3
30 34 3
48 25 2
26 50 1
34 12 2
5 1 2
29 10 2
10 13 2
20 17 2
34 17 2
36 33 1
35 50 3
32 4 2
29 37 3
11 34 1
48 33 3
30 26 3
45 26 3
42 37 1
26 30 2
32 36 3
45 17 2
3 39 1
2 9 2
18 26 2
43 9 2
2 16 1
47 46 3
30 18 2
26 10 2
33 24 2
25 37 1
45 7 2
39 12 1
38 44 2
49 13 2
11 26 2
19 49 2
16 10 2
18 43 3
6 46 1
44 5 2
35 29 3
22 43 2
2 1 3
31 23 1
33 8 2
10 32 2
31 28 3
42 13 3
5 36 1
24 49 2
47 47 1
41 38 3
47 7 3
48 20 1
47 43 1
16 42 1
42 40 3
9 21 2
28 32 2
18 49 3
47 29 3
31 41 1
19 26 2
33 20 2
31 7 2
43 2 1
26 7 2
12 29 3
3 37 2
30 10 2
35 47 3
46 19 3
