5000 20000
2244 4267 1
1982 872 3
4352 2105 3
2498 4419 1
341 1779 3
2761 1758 1
3644 3436 2
1180 2685 1
3089 2397 3
296 2412 2
1925 1464 1
3867 1793 2
576 410 2
961 216 1
2816 3656 2
3658 888 2
3871 1622 1
598 348 3
4636 315 1
2628 2077 2
2080 3713 3
3862 2590 4
804 3339 1
4841 3447 1
2768 3191 4
2612 557 1
4415 2046 2
2527 241 1
2777 1858 2
1053 4240 3
1185 4440 2
2908 1939 2
4264 2605 1
1532 2593 1
4097 237 2
1374 4057 4
2574 1473 4
736 404 4
3051 4632 4
4262 2441 3
2217 2906 4
4522 2386 4
4414 4513 1
422 3768 1
1483 4320 2
2257 1418 2
1285 4240 2
1353 716 1
23 1273 3
2488 2389 1
584 2910 1
1337 2585 4
3457 4364 2
4556 3824 4
2977 3587 3
200 3869 2
3181 1949 3
537 3860 1
1874 823 1
194 4046 3
4180 237 4
3756 990 1
3212 3371 2
384 4049 4
669 89 1
4137 2569 1
4335 1198 2
4613 4867 2
4672 4633 2
1621 2458 4
1511 2755 2
1082 1435 3
4002 849 1
890 2393 4
4235 3856 4
1995 2403 3
2422 1449 3
4111 1765 1
582 3103 2
4001 3044 3
4136 2222 2
4991 2422 2
2575 3783 4
1001 2617 1
1322 2833 2
3784 2762 1
3755 897 1
4594 4977 1
3378 981 2
4324 4090 2
3704 1309 1
2680 4303 4
3680 4611 2
2386 3685 1
3627 2293 2
62 3740 1
4026 208 2
2188 3826 3
97 654 1
3485 2177 2
257 2427 3
2408 4944 3
3887 4317 4
280 1472 2
4067 586 3
928 504 3
4083 686 4
1330 4786 2
1498 3900 3
500 1959 2
1267 4076 2
2700 3248 3
3753 1574 1
2237 2351 1
955 4606 4
2026 3157 4
1268 2984 2
1915 1172 1
1921 533 3
2669 3512 2
367 4551 2
4110 3049 2
380 3586 1
3673 2549 3
3956 155 1
1190 1259 4
1302 2093 2
2478 3522 4
3679 2216 2
4349 115 3
4831 3117 1
2328 2916 4
891 4936 1
985 1399 4
2411 2252 3
857 129 2
421 2109 1
621 3071 4
1201 553 4
2988 1830 4
3245 137 4
3639 2754 2
4164 3967 3
3818 1169 1
1739 1304 3
4906 2816 3
1252 1643 4
998 950 2
2838 1946 2
1651 1551 3
3876 1528 2
4523 1716 2
4292 2731 2
4702 3313 4
4331 4661 1
4355 2046 4
3576 3429 4
4040 962 4
3429 1067 3
1912 3021 1
2493 4347 4
2084 2413 1
2929 305 1
717 2491 1
4669 1742 3
1153 1694 3
4795 3842 1
3988 4175 1
142 4106 3
1232 2079 3
2394 123 4
2815 1022 4
4082 1904 1
2656 3709 4
705 4288 4
4329 4182 1
3964 2940 3
3380 209 3
1288 1663 1
277 3619 1
1648 2413 2
4514 3938 4
1162 153 1
3331 4772 4
3466 3770 2
300 1240 4
3055 190 1
2856 812 3
4700 74 4
3736 385 3
265 2599 4
4285 412 1
346 625 1
3970 3718 2
48 1508 2
1413 2630 4
4263 823 2
2071 197 1
4184 4046 4
3473 2961 2
3728 4138 1
4145 4606 4
3888 4932 1
469 4194 3
2278 2858 3
3440 2112 4
483 2928 1
491 2943 4
1278 2474 2
4717 1459 4
1633 360 1
1589 2084 3
2131 1164 2
2431 1749 3
2989 1584 4
2669 3248 4
2352 1987 3
1216 2488 3
3142 61 2
3119 1254 4
4128 2488 3
79 3073 1
3113 4242 1
2843 3975 2
2280 2256 2
4822 4928 1
987 1589 3
438 645 1
2218 2714 4
4299 772 1
2313 2568 4
4920 423 2
1298 4348 4
3121 1038 4
2218 786 2
2326 4410 3
1827 1349 4
3710 3979 2
3289 14 2
2151 1148 1
3608 2539 2
172 413 1
1006 2281 2
1776 873 4
509 3684 3
378 41 4
1132 4541 3
1626 1296 3
1398 1134 4
1931 3480 3
2242 1267 3
1025 1077 4
2693 3001 3
204 3736 4
4957 4907 3
3389 1686 2
439 3570 4
2008 250 3
1706 4252 4
4130 2592 4
125 696 3
1333 2988 3
4270 2241 3
1938 1378 3
2261 2264 3
686 4486 1
4016 1727 3
1648 1487 2
2631 3459 2
2521 4767 3
795 882 3
285 2846 4
2947 2933 2
2401 687 3
2223 4031 3
3205 3315 2
1536 1695 4
4124 3685 3
1423 3025 3
2329 1165 3
1717 1275 1
2323 4016 2
3003 3823 4
2380 2992 2
2042 4988 3
639 8 2
4317 3634 4
3032 4330 1
949 4278 2
432 973 2
1310 1337 1
4032 2072 2
3856 2856 2
2054 1644 3
920 3455 3
4302 4137 3
2023 1687 2
322 2559 2
1171 2042 4
4381 167 3
2013 2460 1
4212 603 2
2698 4540 1
1245 4972 1
2654 3266 2
3165 4954 4
4277 1011 4
2012 2729 3
4251 4747 1
2795 3001 4
4135 875 3
4714 3110 2
2795 1835 2
651 4193 3
1743 3017 2
3162 2606 2
1143 3554 3
1216 2312 2
954 207 2
3182 714 1
2132 1564 1
127 4607 4
621 3173 2
1713 3980 1
515 1530 1
2749 2372 2
1685 4660 3
28 1868 1
1578 3032 1
4420 783 4
1073 1331 1
3460 3949 3
362 1798 3
4844 3127 3
4837 3492 3
1240 3486 1
1192 34 2
4118 2573 3
3351 590 2
222 3227 2
3495 1571 3
2090 1877 4
2291 4251 3
3453 3211 3
1050 941 3
3384 1434 3
3408 2329 3
4082 2770 1
2173 3873 4
440 4352 4
2627 891 4
2005 14 4
3883 1748 3
1052 1162 4
1145 3623 4
195 4348 3
903 4486 1
2738 3668 3
3543 1159 3
4556 139 1
749 4155 1
3957 2008 1
3876 3459 3
2637 4014 4
4208 4075 2
3 3996 2
3908 1035 2
1741 3156 3
1628 1907 3
814 3680 4
1997 4143 4
2146 1241 3
3178 2436 4
4894 4794 2
1579 2209 3
2795 492 3
42 1953 1
4195 1107 1
3133 1792 1
468 4369 2
4258 859 1
4062 2625 1
2352 189 3
1295 3703 1
4202 3511 2
2759 4621 2
849 1455 2
4008 97 4
1114 3908 1
2269 2957 2
893 4065 4
4775 3623 4
3144 1560 1
428 3938 3
1323 2233 1
3016 3251 4
4093 1250 4
4576 2792 4
4159 1696 4
3628 3767 3
4351 1863 4
2453 4467 3
1567 2071 2
896 3140 2
2854 1775 2
2936 2878 2
2111 2230 4
2858 114 1
4209 959 3
4245 2676 1
55 3133 3
1761 4813 1
3632 1631 2
4434 1586 3
1713 29 2
324 4300 4
2282 36 1
2656 1209 3
2110 4894 4
4439 1770 2
3182 3573 1
1983 3022 3
704 1473 4
444 2214 1
2156 4271 1
4400 4699 4
967 3277 3
3182 4173 2
1228 2491 4
1523 2013 4
2998 2940 3
2110 4421 1
155 3909 1
289 2142 1
4981 4956 4
4864 3059 4
947 4949 1
3281 2075 4
3264 713 1
1324 1620 1
1617 3376 1
3149 2838 3
2732 1360 2
3920 3885 2
4983 374 3
1060 2003 4
4543 3764 4
1162 4933 2
2802 4203 4
1272 4436 2
3542 4978 3
3865 1071 3
4203 344 1
2119 431 3
2847 703 1
4227 1058 4
976 2809 1
4660 2589 4
4655 1383 2
2670 4219 3
4082 4159 3
3109 1099 2
858 1037 2
4738 4817 2
2758 4190 3
972 3778 1
3936 4856 3
2538 2462 4
2575 3341 3
3168 2353 1
2796 66 2
3041 1778 3
3257 4907 4
3796 1992 3
726 2089 4
1393 673 1
1837 3311 4
253 1052 4
2193 4320 4
3147 3298 2
458 4821 4
4782 1400 3
3651 1789 1
1460 4880 2
799 1005 2
3653 960 4
321 1451 2
1693 907 1
3812 3669 2
3989 4287 1
2555 1247 1
1632 1038 1
3888 165 3
2572 552 2
