50000 99997
1 50000 1
2 50000 2
2 2 1
3 50000 3
3 3 2
4 50000 4
4 4 3
5 50000 5
5 5 4
6 50000 6
6 6 5
7 50000 7
7 7 6
8 50000 8
8 8 7
9 50000 9
9 9 8
10 50000 10
10 10 9
11 50000 11
11 11 10
12 50000 12
12 12 11
13 50000 13
13 13 12
14 50000 14
14 14 13
15 50000 15
15 15 14
16 50000 16
16 16 15
17 50000 17
17 17 16
18 50000 18
18 18 17
19 50000 19
19 19 18
20 50000 20
20 20 19
21 50000 21
21 21 20
22 50000 22
22 22 21
23 50000 23
23 23 22
24 50000 24
24 24 23
25 50000 25
25 25 24
26 50000 26
26 26 25
27 50000 27
27 27 26
28 50000 28
28 28 27
29 50000 29
29 29 28
30 50000 30
30 30 29
31 50000 31
31 31 30
32 50000 32
32 32 31
33 50000 33
33 33 32
34 50000 34
34 34 33
35 50000 35
35 35 34
36 50000 36
36 36 35
37 50000 37
37 37 36
38 50000 38
38 38 37
39 50000 39
39 39 38
40 50000 40
40 40 39
41 50000 41
41 41 40
42 50000 42
42 42 41
43 50000 43
43 43 42
44 50000 44
44 44 43
45 50000 45
45 45 44
46 50000 46
46 46 45
47 50000 47
47 47 46
48 50000 48
48 48 47
49 50000 49
49 49 48
50 50000 50
50 50 49
51 50000 51
51 51 50
52 50000 52
52 52 51
53 50000 53
53 53 52
54 50000 54
54 54 53
55 50000 55
55 55 54
56 50000 56
56 56 55
57 50000 57
57 57 56
58 50000 58
58 58 57
59 50000 59
59 59 58
60 50000 60
60 60 59
61 50000 61
61 61 60
62 50000 62
62 62 61
63 50000 63
63 63 62
64 50000 64
64 64 63
65 50000 65
65 65 64
66 50000 66
66 66 65
67 50000 67
67 67 66
68 50000 68
68 68 67
69 50000 69
69 69 68
70 50000 70
70 70 69
71 50000 71
71 71 70
72 50000 72
72 72 71
73 50000 73
73 73 72
74 50000 74
74 74 73
75 50000 75
75 75 74
76 50000 76
76 76 75
77 50000 77
77 77 76
78 50000 78
78 78 77
79 50000 79
79 79 78
80 50000 80
80 80 79
81 50000 81
81 81 80
82 50000 82
82 82 81
83 50000 83
83 83 82
84 50000 84
84 84 83
85 50000 85
85 85 84
86 50000 86
86 86 85
87 50000 87
87 87 86
88 50000 88
88 88 87
89 50000 89
89 89 88
90 50000 90
90 90 89
91 50000 91
91 91 90
92 50000 92
92 92 91
93 50000 93
93 93 92
94 50000 94
94 94 93
95 50000 95
95 95 94
96 50000 96
96 96 95
97 50000 97
97 97 96
98 50000 98
98 98 97
99 50000 99
99 99 98
100 50000 100
100 100 99
101 50000 101
101 101 100
102 50000 102
102 102 101
103 50000 103
103 103 102
104 50000 104
104 104 103
105 50000 105
105 105 104
106 50000 106
106 106 105
107 50000 107
107 107 106
108 50000 108
108 108 107
109 50000 109
109 109 108
110 50000 110
110 110 109
111 50000 111
111 111 110
112 50000 112
112 112 111
113 50000 113
113 113 112
114 50000 114
114 114 113
115 50000 115
115 115 114
116 50000 116
116 116 115
117 50000 117
117 117 116
118 50000 118
118 118 117
119 50000 119
119 119 118
120 50000 120
120 120 119
121 50000 121
121 121 120
122 50000 122
122 122 121
123 50000 123
123 123 122
124 50000 124
124 124 123
125 50000 125
125 125 124
126 50000 126
126 126 125
127 50000 127
127 127 126
128 50000 128
128 128 127
129 50000 129
129 129 128
130 50000 130
130 130 129
131 50000 131
131 131 130
132 50000 132
132 132 131
133 50000 133
133 133 132
134 50000 134
134 134 133
135 50000 135
135 135 134
136 50000 136
136 136 135
137 50000 137
137 137 136
138 50000 138
138 138 137
139 50000 139
139 139 138
140 50000 140
140 140 139
141 50000 141
141 141 140
142 50000 142
142 142 141
143 50000 143
143 143 142
144 50000 144
144 144 143
145 50000 145
145 145 144
146 50000 146
146 146 145
147 50000 147
147 147 146
148 50000 148
148 148 147
149 50000 149
149 149 148
150 50000 150
150 150 149
151 50000 151
151 151 150
152 50000 152
152 152 151
153 50000 153
153 153 152
154 50000 154
154 154 153
155 50000 155
155 155 154
156 50000 156
156 156 155
157 50000 157
157 157 156
158 50000 158
158 158 157
159 50000 159
159 159 158
160 50000 160
160 160 159
161 50000 161
161 161 160
162 50000 162
162 162 161
163 50000 163
163 163 162
164 50000 164
164 164 163
165 50000 165
165 165 164
166 50000 166
166 166 165
167 50000 167
167 167 166
168 50000 168
168 168 167
169 50000 169
169 169 168
170 50000 170
170 170 169
171 50000 171
171 171 170
172 50000 172
172 172 171
173 50000 173
173 173 172
174 50000 174
174 174 173
175 50000 175
175 175 174
176 50000 176
176 176 175
177 50000 177
177 177 176
178 50000 178
178 178 177
179 50000 179
179 179 178
180 50000 180
180 180 179
181 50000 181
181 181 180
182 50000 182
182 182 181
183 50000 183
183 183 182
184 50000 184
184 184 183
185 50000 185
185 185 184
186 50000 186
186 186 185
187 50000 187
187 187 186
188 50000 188
188 188 187
189 50000 189
189 189 188
190 50000 190
190 190 189
191 50000 191
191 191 190
192 50000 192
192 192 191
193 50000 193
193 193 192
194 50000 194
194 194 193
195 50000 195
195 195 194
196 50000 196
196 196 195
197 50000 197
197 197 196
198 50000 198
198 198 197
199 50000 199
199 199 198
200 50000 200
200 200 199
201 50000 201
201 201 200
202 50000 202
202 202 201
203 50000 203
203 203 202
204 50000 204
204 204 203
205 50000 205
205 205 204
206 50000 206
206 206 205
207 50000 207
207 207 206
208 50000 208
208 208 207
209 50000 209
209 209 208
210 50000 210
210 210 209
211 50000 211
211 211 210
212 50000 212
212 212 211
213 50000 213
213 213 212
214 50000 214
214 214 213
