1000 2000
222 780 61
694 170 100
138 932 16
606 332 44
454 576 27
130 328 68
432 503 52
824 353 39
335 503 58
18 628 71
972 65 10
350 620 72
288 332 42
631 780 62
757 932 12
883 570 34
655 769 81
576 576 29
964 769 81
952 66 81
45 912 35
378 571 40
975 576 32
777 576 24
903 912 38
525 66 86
532 620 71
255 901 96
901 170 5
817 353 40
916 942 38
926 439 24
82 312 58
134 155 33
44 170 98
381 182 25
625 103 99
291 593 50
471 65 9
890 225 59
683 124 100
167 839 96
745 170 99
647 593 52
204 126 61
329 912 38
7 576 32
750 797 15
854 942 41
754 769 77
914 67 34
774 503 56
230 503 51
808 67 36
26 797 18
687 124 1
177 65 10
354 312 58
212 332 45
781 376 39
943 932 16
512 912 36
754 312 58
927 807 19
372 901 91
84 124 98
21 376 39
645 155 29
375 439 26
33 571 43
455 769 78
22 312 58
626 541 99
943 312 52
101 65 69
95 155 36
497 780 54
571 124 6
985 912 40
451 225 62
185 66 85
561 431 40
351 912 36
887 797 10
182 155 33
826 797 11
611 376 40
615 431 45
897 932 16
852 182 31
719 66 85
972 431 38
946 409 15
680 942 41
147 541 1
959 233 2
100 997 20
721 576 26
269 807 16
708 839 89
50 901 97
367 780 56
180 901 97
970 67 37
935 807 13
879 67 36
944 593 51
248 182 31
704 170 100
200 571 44
392 628 67
781 66 81
156 912 37
966 780 63
487 901 91
478 182 26
763 571 41
240 182 30
778 797 11
998 332 45
167 328 67
690 570 34
188 170 99
295 839 93
67 997 27
831 225 62
419 503 58
289 912 37
540 620 69
587 67 34
743 807 21
952 328 71
493 797 8
159 769 78
487 997 24
853 67 34
433 431 39
379 780 62
444 182 29
11 576 27
48 225 59
351 942 38
21 576 30
77 182 30
444 912 40
885 942 39
291 593 48
846 126 62
982 839 94
237 570 37
573 103 99
960 576 26
727 780 58
564 332 44
313 797 16
593 155 32
398 170 1
879 576 27
465 332 41
104 124 96
224 593 50
352 932 15
906 233 3
340 312 58
92 769 85
319 332 44
578 103 2
385 124 99
42 780 63
680 376 42
600 541 97
416 225 60
710 769 73
887 182 28
20 628 66
696 233 3
406 503 56
104 769 75
910 932 13
708 997 21
918 431 40
988 124 6
616 376 40
115 409 15
804 155 32
506 503 55
660 932 14
384 376 41
137 997 22
743 332 45
654 839 90
161 67 32
508 376 42
434 570 37
689 439 26
405 409 13
96 124 2
403 67 33
476 780 57
489 67 31
49 233 1
331 807 16
394 353 40
582 67 37
97 126 62
630 376 40
395 312 60
216 780 60
583 901 95
697 797 12
176 901 97
414 409 16
504 376 41
66 912 34
909 233 2
599 409 15
61 225 61
997 912 38
934 628 73
282 65 12
396 376 39
550 797 15
250 593 53
135 67 40
542 541 97
589 620 75
700 431 40
853 769 77
629 571 40
293 912 43
971 65 71
973 409 17
330 67 35
868 225 65
650 439 27
100 103 4
686 431 42
873 807 17
42 593 50
298 103 3
38 233 100
225 593 54
817 66 85
888 124 99
767 332 45
748 571 41
103 839 91
282 780 58
301 593 47
252 593 49
923 409 14
579 571 41
797 66 84
14 409 16
938 65 12
701 997 23
224 439 31
407 839 94
225 593 53
784 620 75
307 103 98
420 901 94
958 780 53
131 67 36
292 576 28
155 570 33
913 839 91
480 839 97
853 67 35
37 67 39
484 312 52
117 576 26
710 901 96
36 312 57
737 103 4
996 997 23
448 409 17
375 66 84
263 312 55
511 576 33
336 541 96
586 912 37
550 124 7
306 932 13
739 103 3
629 170 99
901 932 15
604 576 24
914 376 40
773 182 26
587 353 38
16 328 72
593 376 39
1 170 2
886 328 66
21 328 74
320 570 40
995 332 45
364 570 36
751 67 34
553 576 23
1 124 100
217 65 11
754 170 95
572 170 4
515 576 29
458 439 26
693 126 63
196 620 73
781 912 41
504 409 18
98 620 76
17 124 100
118 332 43
944 66 84
574 997 22
55 439 29
85 541 1
735 807 17
824 353 39
406 780 57
58 124 96
357 901 92
626 901 96
768 839 91
423 593 53
917 431 43
428 431 40
9 932 12
90 901 95
155 376 41
424 797 13
590 65 9
888 769 78
55 431 41
240 376 39
34 769 77
252 312 58
416 576 24
801 769 74
200 912 37
532 376 37
1 541 1
353 66 84
784 932 10
327 797 16
37 503 59
260 620 70
960 807 20
957 503 54
395 620 77
873 571 41
357 571 44
828 769 78
896 182 28
29 628 70
626 997 21
218 912 42
680 576 28
325 439 33
328 67 34
299 332 44
369 439 29
303 780 63
840 797 13
257 576 29
453 932 15
955 439 24
648 439 27
262 807 20
923 225 64
890 576 30
319 571 40
80 942 41
320 769 76
899 65 68
35 225 63
401 780 56
618 312 59
775 912 40
831 170 1
960 901 99
903 409 13
361 628 65
433 124 4
439 103 98
502 570 35
347 431 41
644 942 40
500 503 57
933 65 14
290 942 42
353 780 61
774 769 77
883 225 60
181 780 61
432 571 44
961 233 7
300 155 33
546 67 34
468 126 64
834 66 85
952 312 56
696 942 38
216 780 62
502 233 3
99 182 31
211 328 70
988 628 69
87 620 73
313 628 70
152 997 21
505 571 43
826 541 100
928 912 37
71 431 41
580 541 99
497 997 21
346 769 81
390 570 31
124 439 25
174 312 60
162 233 100
811 126 63
955 332 43
955 328 74
121 797 13
475 155 35
970 126 62
645 409 17
788 503 58
834 593 49
793 807 19
723 620 75
496 170 93
650 769 83
215 932 11
391 233 97
510 901 96
603 409 15
285 942 43
911 807 18
933 901 100
672 576 27
886 376 37
443 839 92
960 182 29
34 780 60
274 942 39
392 997 23
289 155 32
765 807 17
890 65 12
676 797 16
168 225 64
18 66 88
750 170 99
336 66 80
999 576 27
292 912 34
285 328 73
786 182 26
551 233 5
453 912 38
536 503 54
240 797 12
65 807 17
454 901 93
358 576 23
309 620 74
1 126 64
301 225 63
756 67 35
294 541 98
1 65 10
623 942 41
1 620 72
624 233 1
674 628 68
326 593 49
732 332 43
520 839 88
263 932 12
1 431 42
21 332 44
538 570 38
557 233 98
835 839 93
534 997 22
946 155 28
865 353 39
689 628 67
870 571 44
627 376 40
360 620 70
1 593 50
779 376 38
83 376 38
360 912 36
844 409 17
381 571 41
877 912 37
1 576 29
185 332 46
195 439 32
15 67 33
990 576 28
869 570 35
8 997 22
279 312 56
506 103 3
367 155 35
219 780 60
731 769 77
65 409 12
279 182 29
664 431 42
995 103 100
136 155 36
338 628 69
875 807 17
60 124 98
193 66 83
75 332 47
648 912 37
810 376 44
865 769 79
530 182 30
634 593 49
737 67 34
292 103 2
737 124 98
681 65 11
977 328 69
832 439 32
212 807 20
888 503 57
943 182 32
296 155 34
568 780 59
740 769 80
820 769 77
568 593 50
51 103 98
38 576 28
512 225 62
80 593 53
461 439 30
319 570 40
36 570 34
916 439 25
984 409 17
1 839 94
180 225 65
420 124 5
786 332 44
107 593 50
46 780 59
666 155 34
183 182 30
570 901 98
726 620 75
252 997 25
1 409 16
554 912 37
936 807 19
813 628 66
900 103 99
28 628 69
489 103 98
844 353 35
698 439 25
487 376 41
467 780 61
448 155 33
35 807 21
184 225 65
571 912 35
446 797 12
768 571 42
147 66 85
873 66 86
197 65 69
104 332 45
105 155 30
588 65 13
546 182 30
300 328 72
417 780 59
38 570 32
922 182 30
853 570 37
619 839 89
906 932 15
606 932 15
450 66 83
253 576 24
29 431 43
502 225 63
219 65 13
576 942 38
367 997 26
436 503 57
363 332 48
962 997 26
858 182 28
412 170 94
152 353 39
693 431 47
463 901 93
859 780 60
690 932 12
60 571 45
297 376 40
928 628 67
171 997 17
565 997 24
538 155 32
999 67 28
114 439 25
413 628 69
342 620 73
436 170 95
231 124 4
799 541 1
139 170 96
692 182 31
38 431 42
763 170 2
476 620 76
139 541 96
514 376 42
83 593 53
496 312 57
383 170 99
410 942 38
63 67 35
757 312 59
31 912 39
642 328 76
451 233 2
289 439 23
569 997 21
386 431 43
761 997 22
563 103 97
77 942 37
375 942 45
254 103 100
851 124 99
669 797 14
889 839 95
288 541 3
370 103 99
666 182 28
808 439 29
828 620 73
484 570 40
968 570 36
487 353 39
607 103 100
112 932 18
361 620 72
487 570 38
529 225 62
614 376 39
581 126 62
213 997 22
464 66 82
558 932 14
763 541 99
995 124 1
241 942 36
621 439 29
85 182 29
312 541 1
1 312 55
231 431 41
373 431 46
768 170 100
79 170 98
860 571 42
124 155 29
167 780 62
917 66 83
733 997 24
72 780 60
789 409 15
403 997 21
273 328 73
307 541 99
491 67 29
319 571 45
229 182 28
734 620 73
194 328 69
415 628 68
412 797 13
723 576 33
978 541 97
270 769 79
879 503 56
535 932 15
996 901 91
470 570 35
215 593 55
921 66 81
325 628 68
355 103 1
783 332 47
824 124 1
419 997 22
765 332 47
681 503 51
242 912 35
941 901 92
984 103 2
123 376 43
271 439 28
568 312 58
744 997 21
454 570 32
679 431 44
532 67 34
356 769 84
704 780 60
617 901 96
617 541 2
558 65 11
599 67 39
298 155 33
731 593 51
619 312 56
470 67 33
195 332 43
939 376 36
96 431 39
637 67 34
14 103 94
253 431 43
46 570 39
556 225 63
743 233 99
567 66 86
161 170 5
545 376 41
803 328 69
577 932 11
236 839 88
104 780 60
468 312 58
314 942 43
592 503 57
300 997 28
913 103 2
219 126 63
447 66 84
26 797 10
962 170 96
15 225 65
437 942 37
304 225 62
567 797 11
843 901 92
11 912 41
391 103 96
293 780 61
301 66 85
226 312 54
77 353 39
898 332 47
669 66 83
605 620 71
365 593 50
376 353 37
80 593 55
906 620 73
307 912 37
299 797 15
779 328 69
437 312 58
742 65 13
315 593 53
769 570 38
92 901 97
655 155 31
79 541 99
839 65 15
352 570 36
612 124 1
848 332 49
742 353 40
570 839 95
157 503 58
553 571 41
773 65 72
740 780 56
929 155 39
464 124 97
269 942 42
597 126 58
329 67 33
