500 2000
454 140 1
81 351 1
267 366 3
56 240 2
207 370 3
374 392 3
230 47 2
237 88 1
211 249 2
376 183 3
377 174 3
293 56 3
149 410 3
279 494 1
2 323 3
269 466 1
137 104 3
260 393 3
2 33 2
227 403 3
167 160 2
54 240 1
304 250 1
328 394 3
424 158 3
418 311 2
141 279 3
469 140 1
485 393 3
232 466 2
3 279 2
497 174 3
215 56 3
333 15 1
241 394 2
465 130 2
479 323 3
125 351 2
125 174 2
122 213 3
107 174 2
1 270 1
119 394 2
324 353 2
343 254 2
177 174 1
386 254 2
230 270 2
38 351 3
19 64 1
487 265 1
71 213 1
190 138 1
235 47 1
26 33 1
103 251 1
284 140 2
394 47 2
105 56 3
56 410 1
359 47 1
182 281 2
3 140 3
315 80 2
328 281 1
53 299 1
172 160 2
238 403 3
249 183 1
230 47 2
396 349 3
310 58 1
345 90 2
111 112 3
393 392 3
495 158 3
136 138 2
1 311 2
1 240 1
143 112 1
193 250 3
70 265 2
291 183 2
91 115 1
496 240 3
142 394 3
1 270 2
417 33 2
81 240 2
393 140 3
202 494 3
86 138 3
79 323 3
92 366 2
182 158 2
327 240 2
332 281 2
1 299 1
68 353 1
262 138 2
43 104 1
312 393 1
339 392 3
492 47 2
43 115 1
358 394 3
469 115 3
373 403 2
479 397 1
477 458 1
135 299 3
336 158 3
232 251 3
28 351 2
245 403 1
90 270 2
10 296 1
409 88 1
79 12 3
174 90 1
311 342 2
305 339 3
259 339 2
139 296 1
165 281 2
422 458 3
115 281 3
112 439 3
288 392 1
270 33 3
80 112 2
271 56 2
214 270 2
498 33 3
483 368 3
220 397 3
310 299 2
123 439 1
347 418 2
441 393 3
7 140 3
449 296 1
166 366 1
29 47 3
357 140 2
453 366 2
1 250 1
421 275 1
55 410 2
440 254 3
238 342 2
289 410 1
74 264 3
103 279 1
45 275 3
109 323 3
369 386 3
495 251 2
385 213 1
334 130 3
40 138 1
1 80 2
12 90 3
195 213 3
410 183 3
24 342 1
205 115 1
367 410 3
272 349 2
283 15 2
346 264 1
329 254 3
105 80 1
420 439 2
88 264 3
153 158 1
54 439 3
38 47 1
