5000 20000
2964 815 1
1459 126 2
3631 1093 3
1680 2563 4
432 3212 2
678 4480 4
1662 3484 5
3957 2490 1
4650 310 4
157 4020 3
1151 2542 2
4 1198 5
305 485 5
3367 1317 4
3597 815 1
2446 1212 3
297 88 4
1946 2634 4
2532 2550 3
1953 228 2
783 4330 5
1140 1517 5
3589 2167 5
4871 2995 3
783 4895 2
1042 4717 2
2260 362 2
2983 1867 3
416 3530 3
3700 1990 4
3123 3852 2
673 1657 5
3372 2264 4
4252 1670 5
302 3428 4
4036 4956 4
4899 1148 2
1012 2776 3
1079 397 2
2314 1514 3
3023 3091 1
2152 563 5
1770 4432 2
3144 3020 1
4191 2360 4
454 609 5
4936 4305 5
1593 1927 4
3678 2543 3
1283 2874 3
3598 3632 4
2426 4555 2
2355 2075 3
526 113 2
1029 783 5
4846 2214 5
329 1106 2
2773 2500 5
3289 4936 2
3641 4392 5
1894 3814 5
941 4198 4
4916 1654 1
3150 687 3
486 3932 1
4085 2967 3
3571 113 1
787 3506 3
3256 2447 5
1890 4881 5
2262 1581 5
3626 4439 1
3325 796 1
3562 1938 1
930 3378 1
1424 2856 2
3318 4237 1
1515 3614 3
3112 2155 1
136 4191 3
3877 4833 3
442 852 4
4021 4089 3
4087 2184 1
8 2272 2
624 2614 2
1922 3255 3
2719 1990 4
4756 961 3
3518 2460 4
3012 445 4
1662 4714 5
2662 3182 3
4071 2792 1
587 1296 5
4559 962 4
1953 4052 4
4252 2113 2
1508 4878 3
22 1037 4
325 1589 3
2135 3291 1
873 3229 1
1981 4266 1
4677 440 3
3003 2819 5
3031 2363 1
123 1272 1
2774 4471 4
2328 3309 5
2973 404 2
3066 3341 3
2965 1566 3
1690 2279 3
297 1681 2
1983 2146 1
807 4440 4
2304 1853 4
3836 2182 1
2140 2899 1
616 4283 3
3743 1158 1
2411 2162 5
2287 3922 3
3791 4168 2
1983 3299 2
719 4985 5
3250 1234 1
4182 3518 4
59 4429 2
1579 378 4
2275 2318 3
845 1095 2
323 4062 4
4739 1915 4
2348 1074 3
37 1200 5
4779 4133 4
4569 787 2
2162 2630 4
3080 2659 1
3300 3764 1
1719 1549 4
3087 2432 2
2294 254 5
2072 4763 4
2115 153 1
4706 1985 4
2215 2299 1
2688 3533 5
580 308 1
460 4926 3
453 4504 2
3495 3656 3
4816 4797 4
283 2598 2
2801 2254 1
4758 296 3
2128 1985 1
3337 4976 4
964 2324 5
937 3178 1
1088 4438 3
3236 3444 1
333 3388 2
2446 4107 2
1881 3377 5
4829 759 2
4040 3627 2
2587 1624 4
3712 1698 2
1019 2449 4
2274 3530 1
2783 1501 1
1975 852 2
888 3697 1
4520 3633 5
1814 1681 5
3530 104 3
817 4766 5
2864 1497 1
4591 4638 2
961 2698 5
3439 1101 2
1628 1448 5
4143 2132 4
1570 2672 4
914 3800 5
148 839 5
4149 845 4
1534 2680 5
459 4451 1
411 3221 3
1086 1456 5
3705 953 1
1032 4295 2
4815 3052 5
1017 184 2
164 3942 1
1842 4801 2
1059 2744 5
2914 749 2
3957 4184 2
4480 3978 5
4606 3581 4
1249 2751 5
492 835 4
3236 4830 5
900 3232 3
2026 2088 1
1430 4967 4
1434 768 3
3706 2051 4
2317 1281 2
4155 670 5
1134 2330 5
4964 4364 4
1021 2321 3
2529 2114 4
3845 711 5
265 1756 1
267 4668 2
4321 694 5
1257 2851 2
963 2690 5
27 808 5
4168 3627 3
3191 2447 1
2169 4583 1
2923 2064 4
3909 451 1
1091 537 2
4999 4106 3
473 2090 2
799 694 4
1544 3848 4
3379 1099 2
611 1387 3
3870 489 2
363 1977 3
2584 2298 5
990 3456 1
2455 1540 5
4703 4823 1
4797 2632 2
1315 1077 2
3675 2042 4
640 4740 1
3925 4338 2
2411 4640 2
3038 3316 5
2827 3355 3
4030 52 3
4169 4116 5
3930 4436 2
1081 3977 2
140 3737 1
1414 1984 4
548 2100 4
2506 301 4
2054 1182 4
3468 640 2
1691 1382 1
3622 3293 3
3221 4790 4
286 3193 1
2902 563 3
964 4795 2
642 605 4
1180 1783 2
5 2967 5
2101 289 1
4854 511 5
1938 3537 2
845 481 4
599 3899 1
4338 1856 4
2951 2018 1
2239 3238 1
4877 2548 4
4415 4580 3
2113 1887 1
4608 4036 1
3316 2133 2
3533 4415 2
2725 1301 1
1904 2017 3
2085 1611 5
