50000 100000
14570 45937 63
22833 48018 65
49252 35883 4
8459 32625 96
38782 46904 57
39715 43884 86
4100 13029 50
19044 49246 68
7644 37796 98
25426 21241 91
47769 44232 90
48040 12920 84
16688 36257 93
22424 3482 1
48744 35936 31
37972 26410 29
28983 17092 13
21961 39577 18
7401 1192 45
22537 43562 75
2795 23126 39
6546 8558 20
1 42765 4
16649 38738 12
1 23924 98
552 8816 58
40068 37253 69
47903 33349 5
1770 32282 54
29063 26652 80
42030 19094 13
1869 44380 90
9997 17051 16
45757 38664 78
22952 42653 94
2711 12487 1
46370 14203 2
4953 21017 93
9594 32690 15
1 54 68
16269 10528 78
22049 38744 28
31439 621 60
9404 13901 92
4774 25004 94
29260 43362 55
11463 49040 33
29593 19821 87
8045 10513 25
12930 10874 30
1195 30453 95
49091 32666 25
30877 25781 72
8412 38047 61
47007 35407 78
39583 48955 80
27050 48870 28
7555 35526 61
38339 14075 3
24395 5677 38
47063 41010 48
34054 4976 44
37158 45210 17
491 8931 36
17979 3084 84
6149 15622 5
5184 39496 57
38780 31124 32
2633 33410 67
42113 47478 50
34477 2590 87
9783 279 18
30429 34967 100
1808 8654 74
22036 33290 30
23715 16655 84
44748 19350 47
40984 2976 78
41741 46259 20
24647 41546 41
44878 17010 79
33680 23480 57
23632 3815 51
8316 30931 42
12270 32320 7
48062 34901 27
28069 43383 12
49687 5013 97
28146 38400 21
1 7358 94
15819 32310 63
4495 49647 22
43374 29186 84
1778 6758 11
278 26630 21
25966 45104 41
10479 47114 65
16085 24848 15
29378 20836 29
6901 34243 9
41184 1623 32
47960 27276 58
5435 49899 20
19670 25961 75
9887 26289 55
721 25785 56
43566 29753 88
1 16091 54
4631 4977 52
4573 25039 20
40592 48155 69
1595 41093 66
24322 38448 55
21566 4526 10
18279 18051 13
3413 23923 56
11134 35301 72
46543 1590 67
21559 25363 79
34788 43536 93
45454 9508 85
1627 3494 81
23810 43884 88
48321 36432 68
42724 27638 23
9392 32944 29
29850 30403 78
413 17717 40
28487 16020 56
30367 26919 10
8766 48660 33
35363 7265 23
21029 41502 50
46702 32852 52
22271 11941 22
48013 49208 90
8951 46077 58
22411 7349 96
764 46820 74
14339 18891 63
16643 14987 33
20267 17745 94
45709 36158 22
48397 12723 88
260 2543 70
2251 8224 88
39141 21810 3
20386 42380 31
37402 48978 77
10728 17633 6
49493 15133 1
21519 532 22
17742 5670 37
25262 42506 77
27282 8409 69
43762 49557 53
49567 45337 66
7415 16412 27
21377 28522 65
43066 28363 49
46426 42419 51
27066 6626 40
19774 28788 80
34400 49675 49
852 26262 85
43344 32010 38
32407 1590 66
19601 49904 56
12945 39770 95
27293 12743 51
11295 34841 64
28765 10536 28
20722 29272 30
10732 14512 62
40282 47346 43
1 24669 51
5391 37136 11
36740 38403 41
26932 48978 80
40847 891 99
24153 32532 50
38791 29359 30
27681 7627 85
26 45946 87
38203 39680 65
24972 6310 70
10680 7128 19
34562 42930 48
16977 43667 98
41298 33718 50
2366 33574 93
1 3684 33
41758 7677 74
18475 32452 15
33594 30560 37
22524 2293 71
30227 32617 75
19804 28139 70
40940 49246 70
37848 32568 43
25318 16236 89
38204 29277 16
11299 24309 97
44316 13113 26
46400 21409 21
31646 23923 58
38390 14784 33
2301 39161 7
29252 41718 23
37373 18334 81
46341 10574 60
146 26907 82
40871 33324 47
30147 45695 90
1 47223 45
36492 25958 48
41046 46569 71
26281 3236 31
25021 36065 72
14212 46364 16
40865 33419 23
44267 19690 59
1 49285 80
4586 42484 44
8527 39267 79
21426 22928 55
8484 4701 25
10081 34290 77
8789 24065 21
45713 22310 49
47429 24359 47
12876 10106 52
27635 38191 18
43803 8918 1
22088 3704 23
30746 32014 5
18977 33894 82
28501 3740 83
38466 19919 7
17344 20878 31
46713 6432 94
41148 46227 76
48980 49440 67
23865 5843 60
2500 31895 76
11988 7434 98
29387 12245 81
48604 36886 64
8940 32979 67
26026 23830 36
7450 6846 6
16403 25795 33
23170 24524 60
30178 43286 72
27375 49979 65
5729 36557 66
6878 43463 29
43883 412 84
46953 11737 75
39490 4460 51
15270 14987 32
32766 17044 84
43621 38472 43
1 32976 75
22469 15283 96
18637 16225 50
32609 16553 3
28668 20314 32
30770 11047 96
22668 29477 97
21963 33497 25
33084 32014 3
36602 11419 72
41873 13901 92
10202 11904 62
42562 39109 48
46704 48031 86
12982 23394 90
40928 38444 88
6879 36904 79
608 8475 43
5005 34356 10
10699 1443 11
21336 7765 70
49203 14814 68
206 44418 60
44123 16546 17
24497 28945 8
556 30123 95
13765 14081 98
20786 2173 71
