1000 1000
840 35 11
878 859 82
273 35 13
996 31 75
927 385 93
238 802 98
166 311 12
826 79 87
643 574 41
596 666 61
752 215 26
889 853 36
224 458 47
846 31 75
523 844 37
688 853 42
836 874 94
988 31 79
244 21 41
79 859 81
623 35 12
378 853 42
305 311 16
329 666 65
308 683 88
49 683 88
993 574 43
865 850 39
307 844 38
629 802 94
347 311 11
237 215 27
311 383 4
117 422 83
408 904 44
63 311 14
781 311 15
908 422 81
850 683 89
766 458 47
108 215 31
207 558 32
633 850 40
176 458 50
159 35 11
95 311 17
836 422 81
22 683 88
176 35 10
80 215 24
481 662 12
427 904 49
520 79 91
885 422 83
365 874 94
444 683 87
553 811 71
137 311 14
719 574 37
827 874 92
506 426 77
696 79 90
459 683 88
183 574 40
17 35 14
642 422 82
155 422 80
956 904 45
495 426 77
48 904 42
187 859 79
805 844 37
141 874 93
958 215 24
948 987 76
31 666 67
327 853 42
978 811 68
357 574 38
692 874 95
970 422 78
948 79 89
291 987 76
718 385 93
905 31 80
321 662 17
897 364 90
662 21 37
268 666 68
880 853 37
256 874 94
268 662 14
865 802 94
213 447 36
182 666 67
23 21 36
161 364 91
749 574 36
779 850 41
221 31 73
847 311 15
624 853 43
547 683 89
278 666 66
170 383 1
229 802 95
213 21 40
273 385 90
874 31 76
113 364 90
407 215 25
702 666 61
80 385 92
992 683 90
60 215 24
104 987 76
285 35 10
304 426 76
110 364 90
1 850 40
196 458 50
843 383 100
613 385 97
18 850 39
667 987 70
815 850 40
809 683 91
446 662 17
1 364 90
14 31 74
690 215 29
323 683 90
753 904 43
403 683 88
520 385 94
689 853 41
596 21 36
650 426 80
922 874 96
747 383 5
902 574 41
685 683 88
650 850 39
986 311 16
464 364 90
734 666 65
205 811 73
461 874 94
59 79 88
273 574 39
937 422 80
882 311 10
761 422 77
59 21 40
661 850 38
467 509 13
662 422 81
405 874 93
215 426 77
23 447 40
313 458 51
86 385 100
13 853 45
1 558 30
283 215 27
288 21 38
183 874 95
1 426 76
535 385 94
806 79 89
805 666 64
348 811 70
875 79 87
842 574 40
683 904 46
368 215 27
448 447 39
841 35 17
639 859 80
1 574 41
971 987 75
252 859 81
102 987 73
765 31 80
220 215 23
915 509 15
562 666 68
810 853 44
572 802 96
619 422 82
753 859 77
1 422 81
597 364 88
546 574 45
523 426 79
131 21 39
721 458 49
502 558 32
543 422 81
787 215 30
400 853 46
903 458 50
46 987 74
327 853 41
966 311 9
653 904 47
1 859 80
691 447 40
1 802 95
939 447 36
722 385 93
59 215 27
1 509 14
433 811 76
201 509 13
331 558 29
138 509 14
1 385 94
309 574 40
407 364 88
814 802 1
814 35 13
104 850 42
382 364 85
422 447 40
651 458 50
510 385 93
887 385 92
301 850 40
517 364 88
550 802 95
98 215 28
825 311 12
429 385 94
717 850 40
485 850 39
238 904 39
71 811 73
512 509 14
112 447 38
766 21 40
123 844 38
7 574 43
844 859 82
380 35 14
88 364 87
841 458 52
923 574 42
972 850 39
122 853 42
920 215 27
205 311 11
774 447 38
6 666 70
391 874 95
637 35 11
168 422 76
603 21 38
261 458 51
387 383 7
129 844 40
456 447 38
502 383 100
113 850 39
13 683 89
389 21 40
23 811 75
79 385 93
576 874 92
257 79 91
266 31 72
613 458 52
931 447 40
982 426 77
996 574 40
665 447 40
138 385 93
757 509 14
162 447 41
125 662 12
34 311 11
807 385 91
836 458 52
541 364 91
628 364 87
748 364 87
715 850 41
407 364 90
834 558 31
977 35 10
91 844 34
318 364 85
219 35 12
914 802 94
778 426 80
339 383 3
362 311 13
329 385 93
914 683 88
531 987 71
916 574 40
446 853 43
966 987 74
582 666 61
945 558 34
148 844 38
965 458 50
994 215 26
814 904 42
368 422 79
901 385 94
497 904 46
554 859 82
975 802 99
530 683 87
922 31 77
124 844 40
239 811 72
959 426 74
422 859 78
835 79 93
369 21 40
158 853 41
852 987 74
549 904 43
153 311 17
660 850 41
679 79 88
374 31 77
211 35 14
862 811 67
486 904 40
29 21 39
532 35 11
163 904 43
43 21 38
739 426 79
967 79 94
416 853 37
125 509 14
892 35 15
450 859 82
741 31 78
813 844 37
819 447 39
583 509 15
93 35 11
384 853 46
596 447 38
464 21 39
146 859 81
930 383 3
958 904 47
588 311 11
769 31 80
214 311 11
63 31 76
141 447 39
941 215 27
849 811 74
698 385 91
643 574 41
1 215 26
593 509 13
13 364 90
541 574 41
728 811 74
700 383 2
421 666 67
804 850 40
524 662 17
732 311 18
749 385 93
966 364 90
456 458 50
209 987 74
718 874 96
980 850 38
273 311 15
32 683 90
50 458 53
394 35 13
32 574 36
83 859 80
2 662 13
872 31 76
244 383 1
28 683 90
811 426 75
320 509 15
392 859 78
211 844 37
148 802 92
705 666 64
608 853 43
999 666 68
704 987 71
951 850 42
140 79 87
286 35 12
784 385 95
530 574 37
206 447 41
7 509 14
835 21 38
641 874 97
439 447 41
828 79 91
349 458 46
24 35 8
913 458 51
632 574 42
1 447 41
83 904 45
523 426 76
394 385 98
482 215 26
325 426 77
1 35 15
855 385 95
127 385 95
498 31 72
803 853 41
24 364 88
50 904 48
935 79 89
993 422 81
48 79 91
397 811 67
912 35 16
142 662 14
788 422 77
905 458 47
845 802 96
904 874 97
704 426 77
631 850 39
349 874 92
599 666 68
867 811 71
580 385 93
560 422 84
35 509 17
658 458 51
248 426 79
1 79 91
934 215 29
241 31 80
195 859 77
959 35 11
615 35 18
734 215 25
987 21 34
624 802 97
613 383 8
980 364 86
541 385 95
25 904 40
497 385 94
173 666 65
795 666 66
474 35 11
346 21 40
437 383 4
355 364 86
274 802 95
979 422 78
858 311 13
470 215 25
76 683 87
236 458 50
883 383 5
451 662 14
886 215 31
802 31 72
775 426 78
858 311 14
746 558 32
900 850 41
486 447 42
533 853 37
235 35 10
962 79 88
4 987 76
964 79 89
933 21 39
60 385 95
23 811 69
285 447 40
742 802 96
497 850 39
176 662 15
687 509 16
865 215 31
133 364 90
105 35 10
5 31 79
847 215 28
822 662 17
60 31 78
90 426 73
687 21 35
530 811 70
788 426 78
641 385 93
330 31 67
22 844 36
117 904 45
671 558 27
972 859 82
689 21 39
297 215 27
64 683 87
92 385 93
954 447 42
73 447 43
198 904 40
705 458 50
686 853 39
775 874 90
573 79 95
230 215 25
414 666 65
877 574 41
143 666 69
914 853 39
40 904 46
862 215 26
566 35 9
464 215 27
954 853 38
451 311 13
417 574 43
110 426 80
6 802 100
89 385 92
351 802 94
206 683 88
948 426 76
771 364 85
532 811 75
122 383 8
120 666 65
332 987 71
381 874 93
109 383 9
702 311 18
864 422 79
842 385 99
585 458 53
284 574 38
648 802 100
307 426 74
407 21 36
439 811 70
971 574 43
254 666 63
705 31 75
779 859 79
1 662 16
317 21 41
322 426 74
1 987 74
806 558 30
873 311 15
454 364 89
619 802 93
911 859 79
568 558 32
591 447 38
772 215 26
365 35 10
314 666 66
161 458 46
192 509 13
49 904 46
922 662 15
690 853 38
802 364 87
305 811 76
690 21 41
867 79 90
669 311 15
868 802 100
20 21 38
450 904 40
348 811 72
624 215 29
128 311 14
102 385 90
122 850 39
542 35 14
452 79 91
985 31 71
769 811 77
956 683 89
376 802 93
608 79 91
551 574 39
694 21 36
893 874 92
628 853 44
388 458 50
151 426 76
887 859 80
961 447 40
551 383 7
48 364 86
6 509 13
507 31 75
1 683 87
1 383 2
738 802 94
444 558 32
446 383 2
603 447 39
934 558 32
849 79 88
314 811 71
258 802 93
421 853 44
960 35 12
817 31 74
850 364 86
799 666 67
16 35 16
86 458 48
414 850 43
654 422 83
635 458 49
854 558 33
302 987 74
609 385 96
826 683 92
982 364 86
710 987 74
887 385 94
484 21 36
336 21 37
571 364 88
17 874 93
86 31 80
