5000 20000
1115 423 3
608 3515 1
2369 3117 1
612 3980 1
251 4538 2
652 2139 1
626 1491 3
3402 4367 3
4232 1381 2
1243 2292 2
1211 1193 3
3139 1980 2
846 335 1
42 4924 2
4331 4202 1
2575 1780 3
957 3963 1
4650 3063 2
1740 3081 3
1007 3518 3
2569 3904 2
1585 558 1
315 2215 3
1707 794 2
1241 2976 1
4182 4101 3
762 4539 2
2878 911 2
3242 2890 3
3407 2299 3
4247 2323 3
143 734 1
4348 1458 2
4620 1620 3
596 150 2
3304 3158 1
1058 2206 3
3971 3839 1
2727 1571 2
3913 1881 2
1412 4616 2
1892 4210 2
1250 401 2
2700 2620 2
4582 1281 3
1356 2228 3
4122 1472 3
304 2209 3
1369 2299 2
1797 4200 2
2161 4084 3
4840 2102 1
4959 1652 1
1290 2534 3
4926 2199 2
955 4717 1
3737 3600 2
2493 4411 2
2754 4005 2
2556 188 3
3362 853 2
3867 486 2
1915 488 2
321 1604 3
2339 4758 2
1893 1364 2
2803 4987 3
1142 2036 1
3384 3715 3
3647 443 1
3464 417 2
2321 4238 1
1167 3197 3
1730 3256 3
4835 3934 3
4462 1950 1
718 1364 2
2924 2619 2
3051 4051 2
571 1896 1
2908 3396 1
1836 1695 2
1130 2668 2
618 753 3
2636 4881 3
49 205 1
3293 3131 1
3364 2963 3
1192 4785 1
2426 1129 2
1693 4469 1
186 3084 2
4698 1041 1
1510 1065 1
2474 1801 1
4756 3413 2
290 4068 2
931 539 1
3685 622 2
733 1021 2
189 1777 2
384 3494 2
412 4596 3
1283 4486 1
1162 3027 3
4662 1293 1
4328 4816 1
4833 2900 3
221 3329 1
2185 2097 1
1856 451 2
1927 3155 2
4134 774 2
3593 3230 1
2422 2530 3
2070 1872 3
2537 1528 2
4629 2788 1
1902 3477 1
2798 613 2
2014 1307 3
2181 4133 2
3348 10 3
1546 4960 2
1416 1142 1
397 27 1
3373 9 2
2513 3514 1
3984 914 2
1343 801 3
2275 3959 2
2381 810 1
1745 1480 3
1647 4544 1
2787 1101 3
4366 1481 1
804 2210 2
3759 4305 1
537 3024 3
1518 3326 3
1115 2615 3
4379 4847 2
4312 2873 1
764 4097 2
3888 4249 1
4635 2356 2
3093 29 3
4995 722 1
4949 4696 3
614 2273 1
2579 452 2
2778 1210 3
428 959 2
2396 4865 2
2358 1012 1
4235 4598 2
158 4604 1
3322 4333 3
2435 557 3
3591 3362 2
1726 3666 3
4720 4351 3
579 1980 1
1303 1129 2
1301 905 2
667 4281 3
414 1602 3
3554 1783 3
3541 3778 2
4877 4429 2
268 1253 3
420 2698 3
2785 4470 3
1042 2812 3
4436 3532 1
2770 1155 1
705 1438 3
4947 634 1
1343 4029 1
2441 2879 3
433 226 1
4437 3638 2
3659 4904 1
3631 738 1
2600 2580 3
1457 1157 2
2243 2707 3
206 4720 2
2763 4716 3
619 3437 2
3588 622 1
2302 565 3
3386 3028 3
4958 2876 1
175 2063 3
4497 964 1
3712 4403 1
3124 2913 3
908 637 1
2807 3017 3
3693 532 1
1184 1976 2
1523 4871 2
4163 2514 1
1846 4030 3
4142 4176 3
2770 828 1
1258 4567 1
3145 4820 3
3896 4342 1
348 3050 1
1744 4208 1
3659 3380 3
4841 3706 2
2631 2498 3
3797 381 1
3252 1098 3
603 1167 3
