5000 20000
2691 4282 1
1131 4261 2
3489 1425 2
1430 3540 1
4353 809 1
2735 1713 1
2199 2250 1
4816 1858 1
375 1173 2
3678 2979 1
1985 115 1
2003 4872 2
1116 2964 1
2635 4631 2
3550 4747 1
2299 2265 2
339 3200 2
599 4970 2
1548 3142 2
4386 3471 1
3865 990 1
795 3527 1
1042 3796 1
3573 1245 2
3226 464 1
3048 749 1
2109 2031 1
2422 772 1
3707 4322 2
760 4549 1
13 207 1
2378 1825 1
240 310 1
4196 646 1
2095 4255 1
642 3068 2
3733 2530 1
4910 1467 2
4699 3511 1
2348 3216 2
3311 4431 2
1558 1034 2
1189 1289 2
786 3368 2
4170 2434 2
456 3845 1
471 3703 2
63 598 2
10 1029 2
3402 2226 1
4147 658 2
239 2427 2
1061 2452 2
3024 3949 1
4171 810 2
2118 3668 1
1589 2146 2
258 771 1
1739 699 1
4109 3625 1
4840 4572 2
874 2278 1
2107 1796 2
259 4159 1
4010 3211 2
4241 3262 2
4783 264 1
4967 693 1
4392 92 2
2969 4916 2
417 3887 1
2073 2041 1
4140 3249 2
4059 2223 1
2332 3604 1
1521 1498 2
1718 3576 2
4032 1577 1
3225 2703 1
3628 3853 2
871 3081 1
1385 969 2
4684 2362 1
1044 1994 1
3143 2738 2
506 2649 1
126 3069 1
238 3246 2
4006 4805 1
4720 4655 2
3194 3036 1
1204 4969 2
3012 174 2
3337 1550 1
3218 2798 2
2963 791 1
4659 223 2
3867 4956 1
4570 2886 1
1493 4865 1
121 1126 2
1465 147 2
1129 4876 1
2286 3988 2
1361 3172 1
4883 4786 1
381 3139 1
3336 1414 1
3945 462 2
357 4940 1
2446 1827 1
2369 3870 2
2219 4974 2
2653 3302 2
376 4646 2
2522 2075 1
703 72 1
1536 2107 1
2691 4932 2
1031 3930 2
1765 1576 1
4035 2513 2
2804 625 2
1716 3587 2
2389 4424 2
412 2987 1
3956 2116 1
4444 3506 2
1585 420 2
4825 680 1
4718 3993 1
2026 1408 2
2600 321 1
2309 1880 2
1948 1438 1
2067 537 2
3891 1903 1
408 540 1
272 2791 2
48 1717 1
1281 93 1
2822 3837 1
4461 291 1
2302 538 1
629 299 1
4365 2705 2
3037 4222 1
1287 2391 1
2869 4343 1
4578 2995 1
875 1672 1
4137 3808 1
755 1483 2
2794 4122 2
2281 875 2
3308 2150 1
933 779 1
1115 407 2
3736 447 2
2166 1406 1
3663 2985 2
867 1290 1
4717 2847 1
1080 1664 2
2933 4259 2
4373 4164 1
224 2067 2
416 200 2
4644 1554 2
3522 4884 1
1654 4678 2
4920 4374 2
1488 2035 1
915 2316 2
3166 4264 1
403 1640 2
4341 2232 2
4218 1866 2
1805 2883 1
1901 1732 2
4217 742 1
4360 3746 2
3860 4656 1
2034 4408 1
4438 2198 2
1806 2561 2
4135 4417 1
2148 925 2
2315 2462 1
4798 3785 2
2318 3246 1
1127 717 2
1426 3135 1
2841 2034 1
3814 3426 2
2582 4299 2
1265 4878 1
4178 2926 1
4927 4933 2
2950 3881 2
4067 1926 1
2415 834 1
4965 4810 2
2856 26 1
4518 2498 1
1333 2729 1
2762 2921 1
3513 3488 1
3524 4062 2
778 3714 2
1360 740 2
4603 524 1
2892 2493 2
2250 3367 1
2272 3411 1
1820 4811 2
641 3721 1
4989 1334 2
3960 2043 1
860 3149 1
4832 33 2
382 1778 1
2991 929 1
3721 415 1
1804 3284 2
2116 3577 1
3410 2921 2
2228 3528 2
19 465 1
1242 86 2
2904 315 1
964 4389 2
2000 2129 2
1121 3126 1
3431 1370 1
4568 2831 1
1833 2257 1
4226 4972 2
3343 4062 2
1535 4890 2
2953 4915 2
2727 136 1
2708 4977 2
114 270 1
2741 3084 1
121 1482 2
4559 1156 1
2790 2912 2
3649 4725 1
969 889 1
1859 2169 2
4316 2328 1
18 3900 2
4578 681 2
