500 2000
106 89 1
421 50 2
274 194 4
40 330 1
8 380 1
148 344 4
424 142 2
107 468 2
116 43 2
33 89 1
29 43 4
374 194 2
363 494 3
6 330 1
343 344 2
247 374 4
484 330 4
490 50 3
284 89 1
328 344 3
138 192 1
67 344 3
133 1 1
461 399 3
88 380 4
470 399 2
471 142 2
270 1 2
217 16 2
479 399 3
21 187 2
95 194 3
418 399 4
209 194 2
205 494 4
357 16 4
446 475 3
431 194 2
486 172 1
59 374 1
71 2 4
114 16 2
204 142 1
168 344 2
499 399 2
154 330 4
131 475 2
254 380 2
273 16 2
200 192 3
249 468 3
419 380 3
178 142 1
67 468 1
20 43 1
96 468 1
468 43 1
91 192 2
371 43 3
22 142 4
2 142 1
36 344 3
19 194 1
419 194 3
374 1 1
164 494 1
306 380 4
162 1 2
79 494 4
245 472 4
139 187 3
90 2 4
414 142 4
45 192 2
468 330 3
68 187 1
242 172 1
458 43 1
175 468 1
459 172 1
319 1 2
401 330 4
28 194 3
1 2 1
334 475 3
18 1 3
33 172 4
38 399 3
388 172 4
87 468 2
19 475 2
163 192 2
281 142 2
273 475 3
445 43 2
462 399 2
462 187 2
426 194 2
218 494 2
195 344 4
157 172 4
83 344 3
432 380 3
97 16 1
493 1 4
136 399 3
448 380 3
374 399 4
112 50 2
363 172 2
137 333 1
285 50 1
467 16 2
138 192 3
352 380 3
177 468 1
207 16 4
394 472 4
289 1 3
466 50 4
346 472 3
84 333 4
163 142 4
414 50 3
133 172 2
436 194 3
455 142 4
220 472 1
225 399 3
186 89 1
1 16 3
467 330 2
192 494 4
59 50 1
42 330 2
114 374 2
238 194 3
171 399 3
215 172 4
152 330 4
138 333 2
45 333 1
289 472 2
83 333 3
313 380 2
229 494 1
417 468 2
398 43 3
187 472 3
458 374 1
27 468 4
89 89 4
397 187 3
437 333 3
52 374 2
4 333 3
489 142 4
453 399 1
293 187 3
204 399 4
98 2 1
463 472 4
72 142 4
188 494 2
276 494 2
381 192 2
374 89 4
355 468 1
345 89 1
212 192 1
260 380 3
259 2 4
143 380 2
60 1 3
137 344 1
419 142 1
82 43 4
484 16 1
111 194 3
406 330 2
67 475 3
270 172 3
190 16 2
459 380 4
175 187 1
69 472 4
269 330 3
294 16 1
33 468 3
79 187 4
413 172 2
62 333 3
107 333 2
253 2 1
230 399 4
264 380 1
467 142 4
286 472 1
440 192 3
411 1 2
298 1 3
42 172 3
387 330 1
72 192 2
401 468 4
344 374 4
484 380 1
385 374 1
188 468 2
341 330 1
478 472 3
281 380 1
53 472 4
491 194 2
326 2 2
251 468 4
296 380 1
207 333 1
300 50 2
79 89 3
43 399 4
137 142 3
455 16 3
204 89 3
153 399 2
150 344 2
368 399 1
320 344 4
268 187 2
498 380 4
450 43 2
52 187 2
342 172 4
458 2 3
362 187 4
410 399 2
145 43 1
86 16 3
451 89 1
160 50 3
3 380 4
178 494 3
145 344 1
247 50 4
169 330 4
494 89 1
283 399 3
73 374 3
451 89 3
163 1 3
46 1 4
355 374 2
295 399 4
245 344 2
1 330 2
129 475 4
496 2 1
246 330 4
201 472 4
259 142 4
489 187 3
369 494 1
165 475 4
478 399 3
335 43 1
422 330 1
491 187 2
347 89 2
462 330 3
116 399 4
346 194 4
347 494 3
92 380 4
243 194 3
79 192 1
444 475 1
351 494 1
407 43 2
29 374 1
