1000 2000
439 940 7
735 940 10
260 940 9
250 940 7
82 940 4
238 940 4
14 35 7
630 940 7
997 940 4
93 940 6
677 940 10
257 940 4
552 940 7
849 35 1
322 940 3
324 35 9
377 35 7
224 940 5
798 940 8
924 940 6
756 940 3
451 940 8
886 940 6
335 35 7
709 940 7
658 35 4
247 940 4
331 35 6
194 940 4
510 940 10
447 35 7
380 940 5
252 35 10
631 940 2
10 940 4
662 940 8
941 35 4
727 940 6
203 940 8
289 940 4
473 940 9
531 940 7
783 940 3
465 940 1
946 35 8
522 35 10
351 35 9
539 35 8
497 35 6
124 940 7
487 35 2
934 940 9
200 35 2
439 940 10
620 35 8
44 940 3
788 35 8
473 35 7
77 940 1
248 35 3
857 940 8
623 35 2
676 35 1
332 940 6
658 940 9
378 940 1
306 940 7
191 35 4
789 940 2
39 35 6
945 940 3
845 940 8
84 35 3
770 940 9
440 35 1
24 35 9
63 35 9
596 35 9
445 940 5
314 35 3
19 940 7
949 35 10
740 35 6
423 35 5
63 35 7
446 35 3
350 35 5
262 940 5
538 940 8
86 35 6
192 940 3
132 35 2
469 940 1
821 940 8
913 35 1
732 35 10
133 35 10
441 35 7
131 940 9
475 35 10
114 35 7
797 940 7
1 940 8
85 35 4
299 940 4
739 35 6
816 35 2
383 35 10
56 940 9
567 35 1
827 35 8
130 35 7
977 940 5
733 940 3
395 35 4
711 940 8
791 940 9
798 35 4
24 35 7
485 940 8
807 940 5
254 35 8
253 940 1
135 35 4
374 35 5
807 940 8
349 940 10
598 940 6
580 35 2
215 35 2
514 35 2
282 940 8
860 35 2
399 940 8
861 940 8
641 940 5
918 940 4
781 940 5
136 35 6
56 35 3
303 35 7
999 35 1
469 35 5
663 35 2
107 35 2
821 940 3
687 35 1
211 35 8
24 35 3
635 940 10
137 940 6
739 940 7
560 35 7
400 35 5
685 940 6
517 940 2
997 940 1
893 35 8
954 940 4
15 940 2
407 35 2
648 940 6
547 940 8
692 940 3
166 35 4
328 35 7
173 940 9
87 35 8
120 940 5
922 35 3
478 940 7
913 940 6
426 35 2
189 35 10
894 35 3
996 35 7
150 940 3
636 940 7
855 35 9
655 35 3
800 35 1
798 940 8
478 35 8
371 35 8
963 35 8
818 940 8
226 940 7
561 940 9
687 940 8
901 35 1
303 940 1
741 35 6
134 940 6
677 35 2
938 35 4
217 940 3
289 940 5
4 940 9
672 940 8
675 35 8
289 35 4
250 940 10
985 35 8
139 940 10
877 940 5
131 940 6
88 35 5
1 35 7
285 35 5
44 35 10
486 940 8
700 35 3
626 35 7
642 35 10
52 940 9
465 940 7
450 35 3
836 35 5
745 940 10
277 940 9
722 35 3
32 940 6
571 940 7
139 35 10
392 940 4
625 940 4
528 35 9
935 35 2
323 940 3
183 940 4
792 940 4
617 35 3
513 35 8
948 940 6
996 940 10
812 940 3
110 35 7
255 940 10
315 35 10
14 35 5
226 35 9
589 35 5
455 35 10
546 940 1
218 35 3
446 940 6
943 940 1
296 940 5
385 940 2
943 35 3
269 940 10
399 940 8
741 35 2
659 35 6
248 940 6
226 35 2
953 940 7
537 940 7
527 940 1
14 940 2
228 35 7
521 940 6
678 940 8
120 940 7
941 35 2
867 940 4
667 35 7
545 35 4
958 35 10
711 35 1
860 35 2
488 940 10
661 940 9
781 940 7
514 940 6
88 940 9
500 35 1
361 35 10
247 35 6
513 35 9
889 35 3
336 35 9
466 35 9
643 940 8
799 35 5
942 940 10
11 940 7
875 35 1
857 940 5
246 940 8
799 940 7
424 940 2
269 35 1
18 35 7
67 940 6
3 35 6
4 940 9
895 940 9
848 35 5
901 35 5
593 940 8
466 940 7
355 35 4
661 940 8
264 35 3
127 35 8
460 35 5
187 35 9
671 940 1
34 940 2
678 35 8
911 35 9
531 35 2
617 940 3
560 35 6
17 35 7
529 940 4
57 35 8
906 940 9
106 940 3
418 940 3
142 35 9
908 35 10
21 35 9
211 35 1
944 940 5
391 35 8
928 35 1
453 35 1
346 940 9
230 35 10
788 940 7
904 940 3
899 940 6
126 35 8
819 35 5
297 940 9
619 35 5
30 35 1
632 35 7
800 940 3
205 940 6
437 940 8
312 940 7
399 940 2
969 35 2
599 940 2
896 35 2
942 35 5
209 940 4
618 35 3
582 940 6
353 940 4
797 940 4
518 940 7
217 940 9
12 35 10
512 35 9
85 35 9
531 940 7
864 940 1
113 940 8
505 35 9
744 35 1
423 35 10
326 940 7
130 35 2
271 940 9
880 940 5
503 940 1
427 940 8
878 940 2
224 940 4
831 940 7
961 35 2
829 35 3
648 940 5
480 940 10
352 940 9
431 940 2
19 35 3
350 35 8
228 35 6
112 35 8
713 35 9
680 940 10
108 940 5
277 940 9
77 940 3
453 35 6
5 35 4
119 940 7
682 940 8
805 940 7
864 940 6
202 940 3
969 35 4
512 940 10
989 35 1
733 940 3
113 940 8
108 940 8
887 35 6
599 35 10
12 35 5
487 35 3
137 940 3
121 35 2
495 35 6
267 940 7
427 940 9
16 35 2
127 940 10
718 35 7
534 940 10
521 940 10
359 940 2
523 35 7
652 35 3
686 35 10
116 35 10
841 940 10
11 940 9
1 940 6
644 35 1
275 35 5
344 35 7
800 940 9
411 35 9
104 940 8
876 35 6
23 35 1
83 940 4
778 35 7
17 35 9
430 35 2
125 35 4
209 35 4
178 940 7
722 35 3
807 35 10
511 35 4
84 35 8
692 940 6
867 940 5
129 940 7
377 940 1
475 940 2
734 940 4
267 35 5
791 940 10
221 940 7
345 35 3
831 940 5
522 940 2
294 940 9
786 35 1
316 940 3
73 940 7
55 940 5
663 35 5
161 35 8
714 940 9
210 940 3
899 35 2
682 940 5
1000 35 4
839 35 2
674 35 6
592 35 8
172 940 10
137 35 4
26 940 4
699 35 3
227 35 7
825 35 1
211 35 10
206 940 1
908 35 2
289 35 1
392 940 2
538 940 8
640 35 10
270 940 3
641 940 3
392 940 10
678 940 10
646 940 3
196 940 10
640 940 5
158 940 9
954 35 10
186 940 9
339 35 7
426 940 5
336 940 6
939 940 9
378 35 2
51 35 8
7 35 4
396 35 5
738 35 2
100 35 2
986 35 9
1000 35 10
352 940 9
95 35 3
217 35 10
432 35 10
927 35 5
283 940 9
331 35 3
161 940 1
712 35 10
439 35 1
691 940 1
135 35 9
22 35 9
501 35 6
690 35 6
220 940 8
631 940 4
748 35 2
211 940 7
294 940 6
376 940 2
853 940 1
377 940 1
421 35 10
559 940 4
341 35 1
451 940 4
930 35 8
684 940 10
713 35 2
25 940 3
38 35 8
521 940 9
41 35 4
876 35 9
843 35 8
775 940 7
238 940 3
627 35 2
181 35 5
19 35 4
655 940 5
78 35 3
832 35 5
599 35 9
48 35 2
572 35 6
906 940 1
345 35 7
162 35 2
940 35 3
211 35 5
97 940 9
876 35 7
727 35 1
455 35 9
894 35 8
230 940 2
719 35 3
83 35 3
117 940 3
48 35 5
171 35 10
358 35 6
897 940 1
889 940 3
758 940 9
806 940 1
287 940 6
245 940 7
156 940 5
414 35 7
337 35 5
891 940 9
838 940 2
944 35 10
308 940 10
333 940 1
308 940 10
342 940 5
408 35 3
27 35 6
813 940 4
12 940 5
476 940 1
562 940 1
196 940 5
936 35 8
328 35 6
239 35 10
660 940 10
231 35 6
410 35 1
623 940 6
264 35 6
835 940 10
680 35 2
95 35 10
721 35 9
440 940 6
117 35 8
521 35 2
70 35 8
837 940 1
567 35 4
891 35 7
893 940 4
595 35 7
860 940 1
667 940 8
911 940 3
401 940 5
660 940 3
898 35 2
940 35 8
430 35 1
240 940 6
464 940 1
493 940 8
187 940 5
112 35 3
493 35 10
414 940 6
503 940 1
926 940 10
204 35 5
701 35 5
403 940 5
69 940 9
468 940 8
42 940 9
26 35 2
159 940 2
41 940 2
856 940 8
429 35 8
201 940 9
466 35 2
762 940 2
286 940 10
506 940 7
871 35 9
937 35 6
271 940 5
943 940 4
547 940 3
923 940 2
890 35 5
780 940 1
462 940 6
236 940 4
646 940 7
99 940 8
383 35 1
408 35 8
435 940 2
490 35 4
198 940 6
541 940 10
191 35 6
55 35 4
680 35 9
655 35 10
527 35 8
261 940 9
633 35 8
502 940 1
977 35 5
164 35 6
51 35 6
184 940 4
609 35 5
27 940 4
191 35 4
983 35 4
321 940 10
364 940 7
522 940 10
669 940 9
113 35 9
484 35 2
609 940 8
160 940 1
9 940 5
587 940 9
483 940 4
270 940 8
577 35 6
948 35 10
628 940 2
276 940 7
399 940 5
354 35 10
776 35 6
650 940 10
549 35 8
503 35 8
248 940 2
988 940 1
561 940 6
83 940 10
965 940 8
510 35 3
701 940 7
765 35 10
180 35 2
538 35 8
145 35 9
572 940 5
892 940 10
538 35 4
83 940 1
841 940 2
35 35 5
733 940 9
818 940 5
876 35 7
220 940 9
250 35 7
759 35 10
457 35 4
728 35 9
769 35 7
654 940 9
443 940 6
834 35 4
187 35 10
818 35 3
44 940 8
625 35 7
823 35 5
404 940 2
