25000 100000
18960 22390 147
22049 10710 957
3976 23938 548
23170 7326 561
1078 20464 45
1024 9365 917
13360 4802 90
24566 1671 762
6766 12727 454
16481 20053 838
17431 16808 119
19578 5986 226
20777 21505 618
10129 12954 442
23111 8880 343
14868 17355 734
21005 19490 195
18378 20580 369
15035 19381 760
17452 14546 141
10421 16516 10
21021 12110 464
20508 21105 24
10354 9309 781
9810 14162 243
10397 7934 353
5711 19924 196
2393 13593 374
18720 18684 238
23006 7132 67
6715 13441 168
10533 17669 150
16089 10951 692
1248 3291 244
3555 17191 69
12457 909 864
4180 24866 293
17390 7703 468
18054 12293 1000
11280 3401 414
6076 24735 275
14183 20818 689
11595 17605 528
16132 5356 259
16344 16280 303
23538 2717 905
7962 23552 725
19713 7852 503
12332 18381 904
13405 11487 938
7596 16015 756
15137 14073 529
12905 2602 998
8310 11135 580
5350 13195 277
18980 4439 95
918 21464 801
17955 16800 633
1123 14537 866
7739 20928 801
1431 8084 87
9571 17299 38
282 17026 684
20853 2273 127
20960 14424 341
23061 17009 947
9191 5225 445
12233 17115 113
15515 9837 59
24804 17066 253
8667 7913 79
9515 17293 903
14484 1344 590
21251 14029 548
16494 9500 365
4597 7607 5
23264 23168 717
17280 21084 88
8393 3699 809
14373 14624 456
24462 4031 719
4279 22836 708
23497 2662 818
6741 6930 106
10318 909 856
15943 23155 579
4542 13039 139
1288 15829 422
17273 2857 399
20845 10987 758
23006 9967 990
8152 7703 466
9843 283 754
3785 24899 874
19823 6575 368
5115 16983 853
6532 1206 469
3130 8247 186
15519 4389 751
11718 7023 298
7799 8312 330
4666 20095 887
21121 2273 128
21656 21080 227
7670 9706 164
8635 10014 747
16202 17332 160
20567 9949 323
19253 18792 187
15977 12444 37
4242 8326 260
21076 2152 875
13357 23938 545
8504 16087 295
21390 14712 763
18003 6251 98
23022 15659 23
1344 20174 206
9331 20847 836
24275 10951 691
23976 10900 492
6971 14784 376
5662 14002 997
21603 19997 621
21466 4691 642
10244 21505 618
9497 20682 555
3947 22531 482
12872 19969 636
2983 1679 697
23881 11135 578
5454 17247 457
12319 8084 90
11808 11756 927
17205 17582 321
16418 7370 365
14244 18238 702
13672 23941 537
15856 20723 175
24062 7138 530
10005 13638 298
20130 17582 322
18405 16544 536
18927 10987 80
5487 2288 266
2362 15815 442
13142 23121 673
16363 4107 721
2831 15748 698
17262 1044 367
6624 122 565
91 21984 877
24758 14907 1
2440 18792 187
17325 19394 981
334 13970 10
6016 19097 911
15018 9203 684
14041 23431 282
7309 18381 900
2531 2234 263
2378 400 298
22516 6341 475
11945 22647 246
14465 9982 876
1 21709 401
16693 1927 271
24349 15161 925
3144 18490 74
2159 15605 929
13018 21105 24
19066 8822 880
16242 1834 605
1715 14521 90
4452 12173 564
510 10153 689
21408 24799 626
9556 21802 332
329 19597 614
21341 9787 867
5875 18837 282
14500 614 472
9744 2530 798
20688 14931 595
8809 11597 569
16340 12540 646
22712 18763 8
11642 7682 890
18181 15444 646
22834 11217 887
20143 7701 394
16106 9421 160
1119 14898 534
17818 4451 689
5191 15821 60
14878 7085 123
10917 22725 378
20889 7631 709
396 19541 817
2907 10622 87
12866 12540 642
20215 19346 333
12007 8880 335
2101 17850 551
18579 4410 562
15423 4691 643
13274 8732 666
18519 7682 898
20194 15759 140
17633 17201 275
19250 15763 605
2949 20452 916
7185 8732 662
2278 5812 793
18434 17087 639
4026 2621 345
8256 18974 178
4620 4648 309
17002 10999 656
19201 2419 132
11082 3823 641
17868 4648 315
8600 8744 263
24833 18521 341
15675 15815 447
21529 22245 11
10370 15636 12
7950 12540 647
15060 10689 671
9614 3477 374
15663 9317 253
14538 17066 250
16005 2530 792
12214 4369 954
18976 23095 525
3139 4691 649
24188 10282 93
6125 8732 661
16330 2149 156
8571 22165 358
24368 20025 611
18424 20492 605
5888 6076 168
6024 23105 404
5543 18742 654
20664 17540 169
791 20872 387
22733 23193 171
17257 15088 121
14818 14424 332
3887 23928 58
12122 6453 769
22398 2631 633
9942 10364 725
17490 10914 537
21747 4627 814
1827 14002 991
21267 7411 515
6387 4802 90
10798 7913 80
15419 23908 454
9961 1656 135
24215 7409 497
22400 24650 152
7834 15171 419
21206 18938 760
13771 4258 679
21049 1273 615
1030 1766 402
2906 23149 484
14900 21080 226
14305 8692 667
21219 17395 820
6890 14947 489
23844 14727 322
817 21464 798
3601 3359 290
20876 16280 306
14070 3676 504
13840 4753 300
19548 13593 376
19215 3354 109
2745 9317 260
13409 19490 194
2106 20189 826
15997 7503 588
18340 17669 147
16610 10055 323
5119 12173 577
8405 4648 307
19719 14838 36
1671 21724 184
19482 5688 42
23038 909 857
19272 19995 61
3252 9837 61
20356 2340 537
888 10980 287
11762 2419 122
18339 17303 458
22477 17682 602
17886 17617 67
20617 3884 544
11278 10282 93
14536 9500 367
18201 3396 938
23378 4508 678
18769 20216 131
7855 16306 439
108 24149 711
7316 10294 714
18450 14953 910
1329 3843 686
15438 12954 445
19629 14931 591
3972 24927 690
12150 15038 248
5735 8687 421
20198 12517 340
5675 1742 736
1 7085 125
11809 3238 528
18412 21331 299
24250 9260 71
22106 22523 292
24827 5505 506
3548 23126 937
18761 13838 517
4688 13751 300
20863 7961 732
20715 2675 904
14014 23941 534
24946 13544 517
11830 20064 141
14615 24149 709
12120 10313 716
15051 4802 86
2224 16983 857
23470 6932 29
5794 6014 637
13119 15243 737
21930 21707 339
3577 8983 489
13606 4806 346
7711 5225 448
2218 3359 287
492 11774 897
14253 11512 820
2824 17303 460
1555 3880 223
18767 23490 68
3293 17191 66
2086 18381 907
24566 4880 77
8504 17484 971
11538 15949 134
18320 7742 743
10830 23850 598
21518 15164 290
10315 20713 976
20398 1694 479
7725 4806 346
19386 22523 289
5175 8823 579
15490 18837 285
23826 22480 701
21984 7661 828
1 765 384
6769 21737 389
19080 13544 522
3555 10377 273
2715 18490 70
17712 3339 752
15741 4725 578
22078 832 180
12157 14811 457
12006 16702 644
9890 24701 300
10990 21332 521
21640 2152 874
7175 740 312
14335 14031 510
13011 12974 668
531 12644 3
19256 4255 13
13247 23095 521
6588 22051 9
13422 5667 101
22436 20825 998
18313 22009 834
14577 17484 974
1075 2745 989
23219 3914 202
7361 24941 85
13907 14947 480
18243 3074 948
529 24354 756
21281 3401 418
12562 24813 58
8408 20163 968
4074 4564 605
17942 23552 724
20059 1679 706
10680 1653 119
14361 19797 853
9683 15928 27
24598 12293 10
11936 21314 791
977 1727 507
23547 11461 691
3919 4369 953
17357 20368 913
10230 11762 478
13839 24354 758
12527 17497 247
4333 20723 178
2317 12727 457
4241 5450 140
4993 1016 721
1 11447 569
11319 12110 463
18829 21292 9
6258 16983 854
8996 24958 561
10722 7682 894
13604 6113 222
15028 11769 400
11850 16561 294
24433 6057 546
13180 21023 740
5914 21084 90
6095 19997 616
19406 22913 265
8082 11741 675
10435 3880 218
7309 22108 348
2265 8732 666
14385 18216 72
5354 20962 159
6867 4789 383
23789 22306 776
20651 3730 95
9223 22725 382
180 7085 124
15272 21282 584
10412 15659 25
21952 227 200
6262 11863 507
494 4327 806
391 10153 686
21388 3675 834
20872 2709 414
3887 4087 576
4974 12061 666
9650 17332 165
12640 8084 90
2543 23938 548
21950 11060 69
23804 10642 309
14439 11487 942
21977 24700 744
10018 765 379
1383 3037 812
6363 19253 734
20725 3699 813
19672 3439 274
15567 23820 570
4301 19797 853
22167 24479 629
2450 19303 904
9341 12517 336
5899 14811 464
20107 24920 706
17625 18684 240
15787 6242 472
5695 16495 96
16888 10541 685
21974 6605 660
2208 14562 820
15606 18521 332
14347 16231 957
8575 5688 51
10973 17299 42
8293 14712 760
2784 7913 77
18234 21084 90
2236 8043 478
13539 14813 199
611 23165 207
20402 2273 130
18416 8687 417
19931 8945 830
24968 22684 841
21609 12653 962
1094 10055 322
3981 14837 272
13094 13553 896
13750 2152 873
3369 2621 343
10236 23718 948
20518 21863 557
562 14898 533
17824 23818 330
11073 6437 943
7817 5865 910
19989 12314 700
17725 21464 797
3389 24120 125
7873 23155 579
5125 16136 684
20223 4753 305
18310 18763 1000
18632 4880 81
2954 20962 161
8307 17332 159
18408 1705 925
9552 3045 253
1152 6166 767
12939 15358 814
5711 7973 981
16786 14234 677
18364 22393 314
16682 17355 732
9066 9078 241
23428 19352 156
10788 7420 315
6928 23095 526
17029 10135 4
2508 9500 366
23768 4880 77
22554 2709 419
17462 4327 801
14906 8983 485
22502 23845 823
9361 8677 271
10072 21891 293
10761 15148 889
625 16623 393
12016 840 947
814 12806 547
12797 22766 102
20190 17299 43
5617 3446 259
14648 18837 286
24618 22867 457
1869 11487 945
12277 9937 942
17782 5906 182
23649 11593 885
16688 22186 117
16514 22208 534
3793 15358 813
24799 12923 441
19870 20064 142
15312 17850 549
18313 14838 29
17929 20399 613
21029 16251 399
10368 6999 695
20568 1656 135
24944 20580 376
23138 8326 257
15179 11304 898
23172 20064 144
3050 16709 394
12523 22009 840
13038 10278 243
12706 4255 20
6886 20505 933
21374 20507 645
24164 4580 543
8810 24700 744
14444 8983 482
4519 4439 96
24051 21530 115
5084 20847 833
2859 22740 977
10393 22046 539
13970 1834 596
7163 8174 372
11883 16324 69
9541 10642 308
4176 4580 536
17438 1484 519
13020 9656 232
1613 23798 330
10587 13039 140
5007 18341 554
6045 16807 785
17309 3401 419
15396 17217 986
16288 18763 6
8132 3477 372
20419 23285 75
20590 24799 633
11521 22294 551
20806 5917 713
17129 23680 1000
912 18144 870
2172 23680 5
1047 10330 313
11529 2631 629
21446 17669 151
8950 16952 401
3164 23682 215
23488 8402 399
2915 5681 805
13637 16952 406
22288 15748 694
13248 10841 859
1330 4327 808
2063 13370 682
1324 1559 952
12192 21984 869
9942 13835 99
20520 18393 701
6101 8823 590
3473 10014 751
13571 2857 396
8 1728 373
11966 14537 870
7215 20174 204
193 17669 149
14595 5378 980
18436 10282 92
14715 18144 878
20089 9982 874
12607 400 297
14631 24496 838
2801 22531 485
12747 14402 41
13367 13513 739
18924 3873 162
12634 15444 646
11293 20095 892
9067 1834 601
12928 8963 713
18856 5667 101
21921 21882 213
13251 14492 161
14312 5955 277
1 9590 107
15158 4880 79
17257 251 909
9964 17736 902
4509 14712 765
18217 625 758
6307 18144 881
18139 14852 858
18667 20064 139
20909 14971 922
3442 24879 56
17204 19383 669
2126 14784 366
1848 22390 155
22012 7074 962
20980 3823 637
15629 4738 477
15594 2078 400
21109 23983 898
11449 5789 165
595 7852 497
919 11583 88
6397 7409 504
4801 2018 256
8062 2378 449
1177 209 650
18827 23812 604
7957 23907 796
7822 10689 675
21913 3446 261
15649 4395 123
12052 18413 449
23239 19491 829
6839 62 226
4247 24700 740
3139 3354 115
16369 9937 940
5996 12173 575
23971 8174 374
15374 8089 645
18362 19272 157
12544 21455 609
27 22913 265
9341 3906 274
19767 16087 296
7440 4629 907
23196 9963 607
7359 11597 568
8549 22208 535
12895 3339 748
13984 10278 253
10371 20818 690
11805 22617 205
6898 17159 503
19130 22684 843
24271 24958 566
10116 19869 439
20968 14624 457
17611 22393 311
9596 23812 601
21299 21604 801
21675 4369 950
6292 23498 266
10608 7701 390
20110 1927 272
22552 3884 542
6162 17414 663
5085 4395 127
19612 22393 318
21474 10153 688
15051 7085 121
22169 7384 956
20256 7973 972
1050 9970 357
23574 15234 426
17319 21023 742
7378 1737 117
16433 19121 834
13677 8331 500
22806 23498 272
5118 13513 743
7511 4255 16
3679 20095 884
11540 20074 328
20029 7420 363
23359 7023 303
21393 1500 132
5534 21904 410
15205 24967 556
19559 22488 121
17563 6838 879
7334 12404 35
22691 18238 703
7794 20767 732
2711 8669 656
5942 9333 387
14972 10343 314
15390 14325 526
15914 14424 334
15011 4629 904
21851 400 294
11789 9883 453
4996 18556 521
11918 1388 180
13890 17201 268
746 16467 787
1 9949 321
16023 17177 19
13777 18974 184
24235 21882 213
22744 9937 936
1093 7288 47
1240 8174 367
1369 10929 597
1495 19345 289
5591 23680 7
7739 21604 799
22659 9333 390
3905 20231 216
24861 22381 644
6886 15897 857
14798 1403 338
15462 3083 266
8758 3045 249
10505 8326 260
10465 17115 110
3462 19772 683
23347 6804 164
20579 23863 471
745 22056 189
9717 17669 148
281 14786 236
13176 2288 258
14641 23055 993
11230 22836 706
6920 23941 533
21671 7961 730
5613 3037 815
13546 18847 666
19685 19813 200
15948 5870 291
11793 8401 793
3351 4421 279
17054 9590 105
1 11597 571
23655 1656 136
8157 18521 342
10668 2078 404
13751 13799 722
4831 19597 622
714 10153 693
1 15212 179
8229 3083 263
6691 4851 476
6870 6381 850
1733 2675 902
13850 23682 211
23874 10914 538
4458 20464 51
228 17443 529
24025 24914 410
17381 21878 557
13271 21332 515
8413 23467 498
8914 18381 904
2197 23981 956
17635 1593 192
1452 24813 57
13629 13792 385
24775 15070 243
12855 19997 617
10748 3873 161
3734 11217 889
11514 1144 495
9483 23123 416
24625 17332 159
1478 7927 103
17258 19133 887
18603 24354 758
8423 18913 748
878 20825 999
24077 11512 822
15344 19797 855
15669 21984 879
143 13039 144
11930 7913 80
6170 23908 457
14841 20231 218
6141 8326 256
23846 24511 584
21794 11593 888
2295 839 192
10304 9970 362
19985 10481 775
15991 10075 606
13062 19261 364
2677 6725 656
19501 21622 590
7497 13513 177
15327 17998 902
8219 7370 358
11872 8343 111
16923 22523 293
9140 22005 39
3758 14992 51
18109 17395 811
8950 5967 312
7084 20175 179
11760 16807 781
6916 15171 418
9234 9949 320
21757 21709 405
2130 1206 464
402 7138 536
22875 24958 567
15700 20088 1000
9971 3257 919
10022 15842 200
329 4801 641
11935 7707 131
22963 1737 117
1217 18393 705
3536 23850 601
12434 22531 488
3703 5242 701
4343 19375 527
4158 15164 281
1804 24870 715
18274 10481 772
23188 5789 155
16261 10337 848
10351 15178 294
8885 24120 120
3995 17332 160
15663 10541 687
23070 15605 925
23033 589 693
4671 19335 769
7947 10970 14
3449 6113 210
19839 20825 997
4156 12207 176
19383 8744 266
12733 13175 537
1 209 647
9383 21481 464
22293 13416 208
2441 18084 639
4971 15038 245
23421 11013 707
12834 11626 969
7810 8530 670
8158 9365 919
8590 24577 341
3827 1344 593
5859 16087 292
19000 13876 210
13372 6314 694
6369 14690 880
18486 4351 446
19461 24631 240
1 15171 420
16691 6725 651
13120 8743 529
14821 19268 672
14474 21882 215
17081 12215 993
10144 1737 116
21014 5115 501
4170 13792 382
4945 1403 344
9331 21737 380
16787 20153 970
4733 23123 410
344 2662 811
7896 21061 199
22009 18763 7
8633 11626 250
13577 7639 567
5829 17998 902
20829 22056 191
11290 22995 464
17967 23431 285
4560 24354 749
16780 4031 731
22152 3672 457
14117 6063 791
6317 23095 518
24524 22226 779
6981 11487 943
6626 16495 101
415 1671 761
8852 10642 304
9591 16306 434
17488 21604 802
24006 11774 894
21853 8963 714
6660 7326 560
14629 2116 177
8553 3823 640
6868 18084 653
12303 17617 58
16080 6998 826
12206 3291 250
16583 18084 646
3462 23155 579
10006 20292 983
14436 24593 948
16961 9399 972
17065 22086 770
1788 9365 920
24358 7132 63
13513 12923 447
7234 5654 151
8414 2244 423
12995 24649 72
21404 17255 701
10290 15949 136
15650 19347 393
6200 4351 446
2019 11095 739
23027 20025 616
23651 6600 456
2884 4801 639
5939 22226 778
3637 13269 227
11687 6467 710
21542 8732 666
13735 8182 926
272 24256 801
9158 15164 286
10774 589 684
15802 4725 577
10403 14811 464
18219 6605 659
15875 14234 680
4128 23095 529
8320 2635 203
24754 9937 941
1 11806 26
17747 23812 603
1561 19121 832
10485 19749 387
16271 15803 413
18898 12928 164
2209 22208 530
2554 6116 690
20643 10929 596
16437 15654 756
22068 4258 677
2121 7326 565
9110 20064 145
10174 17608 823
22080 4632 647
12481 11487 944
21113 12632 38
13856 12727 457
21232 20064 147
22146 21244 437
16310 18763 9
18786 11512 821
5719 6057 546
22952 18693 505
18045 3291 245
3508 11447 563
20038 3843 699
11258 11396 323
1519 24360 635
14455 16521 158
9742 5812 796
3049 7085 123
19858 19261 362
16752 15212 175
8446 22056 184
2329 1593 192
9578 13242 95
24610 19166 826
13661 11304 900
11466 15110 655
19233 22011 88
14870 9564 299
3890 7503 587
982 21802 337
9901 19532 57
8075 18059 490
22589 21464 796
7912 7288 37
16972 6453 777
23654 10914 543
20474 6996 359
1 6930 101
16888 14811 463
123 19532 53
21653 20095 892
13262 22913 266
900 1603 576
8513 24866 300
8527 12601 542
20060 1016 716
7957 20682 546
1677 22226 777
17232 8983 481
23110 24701 300
22988 17484 972
5572 21306 532
7890 14325 524
1123 8190 236
11657 20818 687
18482 16544 530
16467 3791 924
16856 4725 578
6829 17303 459
5541 22985 282
3271 20604 362
8442 23490 68
7801 23981 949
17334 20492 604
17403 17087 632
19430 7446 182
20700 21912 351
11103 20774 147
1462 840 951
8235 22647 249
11906 17255 706
11452 4725 570
1856 8945 831
20977 18684 242
11349 13513 746
19495 24813 55
18475 1016 718
22624 9564 302
6540 8687 418
14580 21249 676
15778 9291 6
17734 15654 759
6088 3730 87
6936 17285 507
5209 6930 105
14171 15949 126
9556 15949 136
13690 22647 245
20636 12856 340
14470 2022 964
14295 17691 907
14018 12404 40
7871 4648 310
24859 24597 500
22314 15605 922
3986 10204 260
7695 8411 226
22528 21244 441
20071 12355 625
16714 21464 793
21289 7023 303
4606 1792 829
14558 17540 176
24801 10128 574
8222 15821 55
1801 11022 762
13578 16702 645
12126 4851 485
12245 2234 267
12498 11710 395
7607 20928 796
10400 7714 701
335 2149 155
8708 7544 957
22030 4587 561
11306 13799 714
17200 1019 533
3673 6034 800
7959 14041 546
8422 21878 562
18265 13835 94
20482 8983 490
5246 1782 840
1075 16544 537
1152 4255 15
6775 5853 909
13530 1834 598
11026 15636 17
1142 1206 468
16014 4781 411
