50000 50000
1 33 41710
33 41849 41711
41849 12628 41712
12628 27202 41713
27202 16305 41714
16305 6949 41715
6949 4808 41716
4808 13009 41717
13009 38320 41718
38320 3883 41719
3883 36772 41720
36772 3858 41721
3858 38688 41722
38688 47107 41723
47107 16460 41724
16460 27342 41725
27342 43210 41726
43210 21257 41727
21257 18875 41728
18875 25748 41729
25748 42295 41730
42295 12334 41731
12334 8365 41732
8365 22774 41733
22774 44935 41734
44935 19413 41735
19413 9027 41736
9027 26603 41737
26603 24094 41738
24094 46567 41739
46567 32034 41740
32034 18635 41741
18635 47266 41742
47266 29648 41743
29648 18116 41744
18116 20006 41745
20006 15983 41746
15983 47631 41747
47631 24421 41748
24421 45069 41749
45069 15587 41750
15587 25290 41751
25290 35719 41752
35719 49607 41753
49607 7666 41754
7666 22744 41755
22744 4494 41756
4494 17774 41757
17774 40099 41758
40099 48245 41759
48245 30453 41760
30453 10271 41761
10271 1809 41762
1809 26737 41763
26737 33384 41764
33384 46574 41765
46574 17658 41766
17658 16017 41767
16017 32376 41768
32376 35151 41769
35151 47012 41770
47012 33213 41771
33213 31658 41772
31658 40398 41773
40398 2323 41774
2323 45312 41775
45312 1800 41776
1800 10440 41777
10440 14308 41778
14308 2284 41779
2284 31406 41780
31406 17072 41781
17072 30598 41782
30598 21123 41783
21123 49774 41784
49774 33195 41785
33195 21452 41786
21452 31758 41787
31758 28365 41788
28365 30084 41789
30084 39724 41790
39724 40234 41791
40234 10723 41792
10723 26265 41793
26265 36210 41794
36210 13943 41795
13943 1503 41796
1503 27212 41797
27212 16590 41798
16590 42151 41799
42151 47697 41800
47697 21603 41801
21603 1057 41802
1057 48309 41803
48309 49631 41804
49631 31944 41805
31944 2597 41806
2597 23579 41807
23579 43888 41808
43888 15497 41809
15497 25842 41810
25842 22426 41811
22426 37732 41812
37732 43177 41813
43177 31225 41814
31225 5654 41815
5654 28506 41816
28506 1517 41817
1517 34013 41818
34013 16728 41819
16728 14151 41820
14151 2001 41821
2001 27429 41822
27429 30922 41823
30922 48886 41824
48886 41425 41825
41425 5100 41826
5100 26958 41827
26958 45219 41828
45219 5904 41829
5904 30001 41830
30001 27432 41831
27432 21535 41832
21535 5332 41833
5332 15064 41834
15064 46543 41835
46543 43215 41836
43215 29879 41837
29879 486 41838
486 46992 41839
46992 47149 41840
47149 14760 41841
14760 5656 41842
5656 29803 41843
29803 19861 41844
19861 24104 41845
24104 10989 41846
10989 11412 41847
11412 10281 41848
10281 24558 41849
24558 15000 41850
15000 48627 41851
48627 22494 41852
22494 43347 41853
43347 39567 41854
39567 14773 41855
14773 24525 41856
24525 38519 41857
38519 24271 41858
24271 47368 41859
47368 19763 41860
19763 40458 41861
40458 2533 41862
2533 34515 41863
34515 48017 41864
48017 25459 41865
25459 19206 41866
19206 23068 41867
23068 47004 41868
47004 27245 41869
27245 42232 41870
42232 28432 41871
28432 19102 41872
19102 26421 41873
26421 6711 41874
6711 21054 41875
21054 8163 41876
8163 11502 41877
11502 9041 41878
9041 15612 41879
15612 36941 41880
36941 13037 41881
13037 37482 41882
37482 28801 41883
28801 33089 41884
33089 43340 41885
43340 4905 41886
4905 28553 41887
28553 28568 41888
28568 859 41889
859 13897 41890
13897 14709 41891
14709 27167 41892
27167 34603 41893
34603 30953 41894
30953 48328 41895
