5000 100000
1 3248 1
3248 642 2
642 1387 3
1387 3376 4
3376 1209 5
1209 4416 6
4416 2337 7
2337 3393 8
3393 3391 9
3391 4401 10
4401 3873 11
3873 2528 12
2528 4833 13
4833 3527 14
3527 4899 15
4899 1598 16
1598 784 17
784 2776 18
2776 3601 19
3601 2652 20
2652 3493 21
3493 1214 22
1214 2268 23
2268 3994 24
3994 3014 25
3014 214 26
214 2860 27
2860 1356 28
1356 2127 29
2127 4063 30
4063 2299 31
2299 4054 32
4054 728 33
728 2730 34
2730 4373 35
4373 417 36
417 530 37
530 1210 38
1210 793 39
793 2502 40
2502 705 41
705 153 42
153 1580 43
1580 1724 44
1724 4984 45
4984 3378 46
3378 789 47
789 1958 48
1958 4338 49
4338 3688 50
3688 1577 51
1577 834 52
834 2842 53
2842 2194 54
2194 510 55
510 2101 56
2101 3158 57
3158 458 58
458 3287 59
3287 4982 60
4982 787 61
787 3719 62
3719 3217 63
3217 2690 64
2690 1018 65
1018 2796 66
2796 2665 67
2665 2147 68
2147 2948 69
2948 4868 70
4868 3380 71
3380 605 72
605 3176 73
3176 4790 74
4790 109 75
109 2357 76
2357 3390 77
3390 1181 78
1181 1033 79
1033 4634 80
4634 1835 81
1835 3868 82
3868 1619 83
1619 1643 84
1643 2529 85
2529 1087 86
1087 658 87
658 843 88
843 2310 89
2310 3400 90
3400 4612 91
4612 1337 92
1337 3497 93
3497 3993 94
3993 928 95
928 1932 96
1932 745 97
745 571 98
571 3923 99
3923 3270 100
3270 525 101
525 338 102
338 559 103
559 713 104
713 1575 105
1575 3450 106
3450 959 107
959 4594 108
4594 121 109
121 3451 110
3451 380 111
380 2178 112
2178 116 113
116 2001 114
2001 1279 115
1279 3964 116
3964 2194 117
2194 806 118
806 4886 119
4886 1523 120
1523 89 121
89 3699 122
3699 615 123
615 3418 124
3418 2266 125
2266 1194 126
1194 2740 127
2740 2429 128
2429 4890 129
4890 1044 130
1044 1743 131
1743 2368 132
2368 3969 133
3969 4702 134
4702 2767 135
2767 2282 136
2282 2812 137
2812 3277 138
3277 4458 139
4458 2866 140
2866 4377 141
4377 3228 142
3228 4635 143
4635 3987 144
3987 3479 145
3479 122 146
122 795 147
795 325 148
325 4408 149
4408 327 150
327 2245 151
2245 2805 152
2805 2650 153
2650 1011 154
1011 656 155
656 4954 156
4954 1921 157
1921 3904 158
3904 1721 159
1721 3990 160
3990 1804 161
1804 336 162
336 1616 163
1616 3550 164
3550 1810 165
1810 1501 166
1501 1429 167
1429 2633 168
2633 2061 169
2061 1073 170
1073 4655 171
4655 3591 172
3591 4631 173
4631 2573 174
2573 4557 175
4557 1265 176
1265 1027 177
1027 2985 178
2985 4063 179
4063 1331 180
1331 3928 181
3928 2319 182
2319 3562 183
3562 2903 184
2903 3822 185
3822 3627 186
3627 1430 187
1430 1234 188
1234 1430 189
1430 423 190
423 4299 191
4299 1392 192
1392 3907 193
3907 219 194
219 2151 195
2151 3265 196
3265 3320 197
3320 3866 198
3866 4990 199
4990 4836 200
4836 4178 201
4178 4972 202
4972 2630 203
2630 4628 204
4628 990 205
990 323 206
323 4110 207
4110 4907 208
4907 4398 209
4398 4562 210
4562 3598 211
3598 2236 212
2236 1260 213
1260 4407 214
4407 3688 215
3688 2440 216
2440 2191 217
2191 3885 218
3885 1050 219
1050 3146 220
3146 4065 221
4065 524 222
524 1047 223
1047 1699 224
1699 1851 225
1851 2673 226
2673 1635 227
1635 724 228
724 1645 229
1645 3104 230
3104 2631 231
2631 3758 232
3758 2199 233
2199 2151 234
2151 2895 235
2895 4990 236
4990 2448 237
2448 3234 238
3234 4781 239
4781 1270 240
1270 4085 241
4085 3374 242
3374 129 243
129 2874 244
2874 4282 245
4282 1251 246
1251 2932 247
2932 2990 248
2990 2573 249
2573 2739 250
2739 1575 251
1575 1236 252
1236 4199 253
4199 1609 254
1609 4040 255
4040 2198 256
2198 4357 257
4357 734 258
734 3090 259
3090 1060 260
1060 2918 261
2918 1946 262
1946 4543 263
4543 726 264
726 150 265
150 1673 266
1673 3566 267
3566 1561 268
1561 2377 269
2377 1244 270
1244 2539 271
2539 1528 272
1528 2946 273
2946 4582 274
4582 3444 275
3444 1798 276
1798 4977 277
4977 2739 278
2739 3646 279
3646 518 280
518 2603 281
2603 4263 282
4263 1620 283
1620 2398 284
2398 2739 285
2739 376 286
